forma	categoria	small	base	consens	model_localitzador	context_small	context_base	prob_min_segment_small	prob_mean_segment_small	prob_min_segment_base	prob_mean_segment_base	clip	inici_ms	final_ms	estat
cultura	societat	2	2	sí	small	el jazz com va dir la Unesco, com a entitat que d'això de la cultura	el jazz, com va dir, l'onesco, com a entitat que això de la cultura en sap,	0.1813	0.7964	0.0734	0.6812	lead-yt-052-valenti-closa__37__cultura.wav	1117200	1124200	ASR textual; atribució i audició pendents
aparcaments	societat	0	0	no											ASR textual; atribució i audició pendents
Escaldes-Engordany	toponim	0	0	no											ASR textual; atribució i audició pendents
mobilitat	societat	0	0	no											ASR textual; atribució i audició pendents
equipaments	societat	0	0	no											ASR textual; atribució i audició pendents
serveis	societat	0	0	no											ASR textual; atribució i audició pendents
Andorra	toponim	0	0	no											ASR textual; atribució i audició pendents
andorrà	gentilici	0	0	no											ASR textual; atribució i audició pendents
turisme	societat	0	0	no											ASR textual; atribució i audició pendents
pressupost	economia	3	0	no	small	com que no l'importa, amb el pressupost, amb el mateix pressupost que l'ha impassat.		0.0721	0.7351			lead-yt-052-valenti-closa__46__pressupost.wav	2219280	2226720	ASR textual; atribució i audició pendents
joves	societat	6	1	sí	small	i després, sobretot, els joves.	i després, sobretot els joves, va dir, primer,	0.7424	0.9147	0.2602	0.7854	lead-yt-052-valenti-closa__47__joves.wav	1331920	1333920	ASR textual; atribució i audició pendents
música	societat	13	13	sí	small	M'agrada molt la música clàssica.	joventut joventut, m'agrada molt la música clàssica.	0.6257	0.8988	0.2257	0.7439	lead-yt-052-valenti-closa__48__m-sica.wav	428400	430880	ASR textual; atribució i audició pendents
festival	societat	25	23	sí	small	si mires l'època del festival de jazz, que eren els anys 80, 85,	o si m'hi hauràs l'època del festival de jazz,	0.3553	0.7831	0.1282	0.6536	lead-yt-052-valenti-closa__49__festival.wav	88600	92600	ASR textual; atribució i audició pendents
