id_persona	categoria	forma	index_token	context	estat
pa-001	perifrasi_past_candidata	van establir	513	la primera reunió que es van establir les bases i parlàvem	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va dir	524	parlant me amb castellà em va dir hoy habéis quemado los	candidat textual ASR; revisió auditiva pendent
pa-001	contacte_castella_candidat	bueno	544	i aleshores a partir d'aquí bueno van anar sortint els problemes	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	van anar	545	aleshores a partir d'aquí bueno van anar sortint els problemes del	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	van anar	554	problemes del dia a dia van anar sortint tota una sèrie	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va anavençant	565	de temes però la constitució va anavençant hi havia una part	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	567	però la constitució va anavençant hi havia una part que a	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va manifestar	575	part que a mi em va manifestar el veguer francès en	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	580	va manifestar el veguer francès en aquell moment de preocupació quan	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va disolver	587	moment de preocupació quan es va disolver el consell però aquesta	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va passar	597	aquesta preocupació el que realment va passar és que el nou	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va ser	605	que el nou consell ja va ser elegit com a base	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	van mullar	629	i tots els partits es van mullar en el tema constitucional	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	631	els partits es van mullar en el tema constitucional jo diria	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va ser	640	jo diria que la tasca va ser més fàcil i com	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	647	més fàcil i com que hi havia va ser difícil sí	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va ser	649	i com que hi havia va ser difícil sí però com	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	656	difícil sí però com que hi havia el préacord de certa	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va fluixar	671	de trobar una solució tothom va fluixar una mica per un	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va trobar	683	de temperatura i finalment es va trobar margant el conste més	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va fer	696	complexes que d'altres ja es va fer ja el que podíem	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	van quedar	714	constitució que totes les bases van quedar sentades ara hi havia	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	718	bases van quedar sentades ara hi havia una sèrie de punts	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	van guardar	732	ser conflictius i aquests es van guardar per la van anar	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	van anar	736	es van guardar per la van anar a la segona etapa	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	743	a la segona etapa però en aquell moment que en d'hora	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	747	però en aquell moment que en d'hora es demanés on ha	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	768	i totes les coses no hi va haver no hi va	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va haver	769	totes les coses no hi va haver no hi va haver	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	772	no hi va haver no hi va haver oposició pràcticament tothom	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va haver	773	hi va haver no hi va haver oposició pràcticament tothom estava	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	meu	796	trucada d'un amic i company meu que era el francesc grau	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	806	grau que em pau descansar hi que a més era el	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	meva	824	fa la proposta i la meva dillò és pa que t'has	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	843	fora de la política no hi vull saber res home que	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	863	el consens perquè si no hi ha molts malics a lligar	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	meva	881	d'emorrar tot el telèfon la meva resposta és bé deixa'm eu	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va ser	945	que algun mateix dels interessats va ser a qui es va	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va preocupar	950	va ser a qui es va preocupar de filtrar ho per	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_ho_candidat	ho	954	es va preocupar de filtrar ho per fer una mica més	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	1038	són vàlids i aleshores aquí en el moment hi havia sobretot	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1041	aleshores aquí en el moment hi havia sobretot hi havia una	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1044	el moment hi havia sobretot hi havia una certa divisió si	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_ho_candidat	ho	1051	una certa divisió si no ho recordo malament entre els consellers	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	1065	i aleshores la persona que en certa manera acabava de lligar	candidat textual ASR; revisió auditiva pendent
pa-001	negacio_lexical_candidat	tampoc	1076	això però allò era jo tampoc no és que tingués cap	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1098	a aquesta mateixa taula bé hi havia dos blocs completament diferenciats	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1107	completament diferenciats i a més hi havia un cas curiós perquè	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1139	la cosa es compliqui quan hi ha la presentació del pressupost	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1145	ha la presentació del pressupost hi ha la presentació del pressupost	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1167	és que a les hores hi ha una circumstància de que	candidat textual ASR; revisió auditiva pendent
pa-001	negacio_lexical_candidat	tampoc	1173	ha una circumstància de que tampoc entés mai aquesta realitat hi	candidat textual ASR; revisió auditiva pendent
pa-001	negacio_lexical_candidat	mai	1175	circumstància de que tampoc entés mai aquesta realitat hi ha un	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1178	tampoc entés mai aquesta realitat hi ha un conseller que proposa	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_ho_candidat	ho	1222	consell estava disolts era dir ho que el consell es subirà	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1228	que el consell es subirà hi havia la decisió presa per	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	vaig considerar	1274	amb una certa crispació personalment vaig considerar que feia un favor	candidat textual ASR; revisió auditiva pendent
pa-001	negacio_no_pas_candidat	no ... pas	1287	que dalt m'hi afora que no pas participant sent candidat i	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	vaig quedar	1294	participant sent candidat i em vaig quedar afora el que passa	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va ser	1307	després un dels companys que va ser el modés veró a	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	1322	formar part del govern i en aquell moment els tres altres	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_ho_candidat	ho	1350	la maçana a part que ho fes als consellers jo vaig	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	vaig demanar	1355	ho fes als consellers jo vaig demanar que fes una reunió	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1376	nos i la gent que hi havia allà i aleshores una	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va ser	1384	i aleshores una vegada més va ser la insistència i ja	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	1394	ja has de tornar no en tinc ganes o sigui ja	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_ho_candidat	ho	1408	ja has de tornar perquè ho has viscut des del primer	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	1420	ningú d'ells que som aquí en sap més que tu saps	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	1518	dir que fos immediata però en un pla dels altres dies	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	1542	i seient el síndic i en un moment acompanyat del conseller	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	seva	1564	fila que anaven donant la seva opinió per part de la	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	seva	1593	delegacions dels coprinsins donaven la seva opinió a vegades era favorable	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1602	era favorable i a vegades hi havia alguna reticència que s'intentés	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va ser	1625	perdem el dels consellers no va ser fàcil fer les entendre	candidat textual ASR; revisió auditiva pendent
pa-001	negacio_lexical_candidat	tampoc	1650	era fàcil i s'ha enjuliat tampoc massa i aleshores aquí hi	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1655	tampoc massa i aleshores aquí hi va haver una labor de	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va haver	1656	massa i aleshores aquí hi va haver una labor de moltes	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va acabar	1674	era el bo i finalment va acabar bé i després el	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va parlar	1695	això més o menys se'n va parlar amb unes quantes reunions	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1702	amb unes quantes reunions i hi va haver unes reunions bilaterals	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va haver	1703	unes quantes reunions i hi va haver unes reunions bilaterals sobretot	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va bé	1743	solventeu a nosaltres ja ens va bé per tant com que	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	vostra	1752	com que és de la vostra competència neufent i es van	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	van fer	1757	vostra competència neufent i es van fer aquestes reunions els consells	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	van col·laborar	1766	els consells jo vull dir van col·laborar també però tampoc se'ls	candidat textual ASR; revisió auditiva pendent
pa-001	negacio_lexical_candidat	tampoc	1770	dir van col·laborar també però tampoc se'ls va tocar absolutament res	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va tocar	1772	col·laborar també però tampoc se'ls va tocar absolutament res perquè al	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va reforçar	1783	contrari jo penso que es va reforçar bastant el posicionament i	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1794	les competències dels comuns que hi ha algunes que potser eren	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1819	perquè l'únic referèndum vinculant que hi ha previst és el de	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	1855	la mercè de qualsevol majoria en qualsevol moment una certa estabilitat	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_ho_candidat	ho	1894	matrimoni gaire l'altre voldrà no ho sé canviar la representació proporcional	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1935	una institució més pròxima que hi ha molt més accés i	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	1944	accés i però sempre aquí hi havia la interferència del que	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	1957	són tres exteriors per ells en torno era monaco ii ells	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_ho_candidat	ho	1969	la representació internacional i ells ho tenien tot aleshores aquí el	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	seu	1981	de mi terreny amb el seu segon mandat poso les coses	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_ho_candidat	ho	2011	a l'elisé i és quan ho porti ell directament amb el	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	seu	2017	porti ell directament amb el seu cap de gabinet i a	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	seu	2028	l'ivée colé que és el seu conseller tècnic que agafa tot	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	2063	cosa els altres a creure hi o sigui això ho veus	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_ho_candidat	ho	2067	creure hi o sigui això ho veus amb les reunions de	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	2075	les reunions de treball no hi haurà mai cap contradicció perquè	candidat textual ASR; revisió auditiva pendent
pa-001	negacio_lexical_candidat	mai	2077	de treball no hi haurà mai cap contradicció perquè sempre parla	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	2115	nosaltres estem acostumats aquí i en d'altres llocs que moltes vegades	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va ser	2131	gats i aleshores bé aquesta va ser la postura perquè jo	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	seus	2145	copresident més darrere amb els seus empleats aleshores cap d'endorra hi	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	2150	seus empleats aleshores cap d'endorra hi feu la constitució i aleshores	candidat textual ASR; revisió auditiva pendent
pa-001	negacio_lexical_candidat	tampoc	2162	gent de frente a veure tampoc l'hi sé de dimarts de	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	2177	checks del judici aquell que hi podia haver una responsabilitat dels	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	2187	dels copríncipes i els copríncipes en aquell moment tenien interès a	candidat textual ASR; revisió auditiva pendent
pa-001	negacio_lexical_candidat	tampoc	2201	aleshores es comentar i això tampoc li puc assegurar que amb	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va dir	2220	algun diputat de l'emà li va dir al mi terran vos	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_ho_candidat	ho	2232	demòcrata però andorra a fer ho de senyor feudal i clar	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va agradar	2244	amb aquell moment no li va agradar massa no però és	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	van voler	2276	les delegacions dels copríncipes pràcticament van voler que les negociacions es	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	2341	que d'un moment li sàpiga hi havia tot un procediment que	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	van baixar	2371	i amb el tema aquestes van baixar un parell de dies	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	van fer	2386	assessors majoritàriament estàien a baix van fer les reunions de treball	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	2396	treball per deixar un esborrany en certa manera més enllestit i	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	van pujar	2406	i aquell esborrany un dia van pujar a barcelona i la	candidat textual ASR; revisió auditiva pendent
pa-001	contacte_castella_candidat	bueno	2417	demà sortia de la premsa bueno a mi que es publiquen	candidat textual ASR; revisió auditiva pendent
pa-001	negacio_lexical_candidat	tampoc	2425	que es publiquen com així tampoc a mi em va sàpiga	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va sàpiga	2429	així tampoc a mi em va sàpiga greu amb el sentit	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	2443	del consell no pensessin que hi havia un interès per part	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_ho_candidat	ho	2460	s'intervent a filtrar lo no ho sé tampoc va ser massa	candidat textual ASR; revisió auditiva pendent
pa-001	negacio_lexical_candidat	tampoc	2462	filtrar lo no ho sé tampoc va ser massa problemàtica o	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va ser	2463	lo no ho sé tampoc va ser massa problemàtica o sigui	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	2471	problemàtica o sigui al contrari hi havia alguns punts que estaven	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va sortir	2484	penjats i el moment que va sortir el públic tothom va	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va tancar	2489	va sortir el públic tothom va tancar files quan a les	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va quedar	2512	a la onu ja em va quedar una mica així no	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	vaig dir	2518	quedar una mica així no vaig dir que no ni que	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va dir	2538	de la delegació fancesa em va dir no oblideu una cosa	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	seva	2552	reconeixement internacional d'andorra és la seva embre de la onu i	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	2566	realitat i les hores aquí en aquest moment això ja s'encomana	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	2615	actuació pel costat francès no hi havia problema pel costat d'espanya	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	2645	els que l'han de fer en aquest moment tot és millorable	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	2652	moment tot és millorable i en aquell moment es ha pogut	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_ho_candidat	ho	2660	es ha pogut aconseguir millor ho dubto però es va anar	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va anar	2664	millor ho dubto però es va anar per aconseguir el que	candidat textual ASR; revisió auditiva pendent
pa-001	incoatiu_eix_candidat	decideixen	2709	manera legítima els andorrans demà decideixen per majoria supriments coprins i	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_ho_candidat	ho	2716	majoria supriments coprins i supriments ho poden fer anem amb un	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	meu	2727	extrem que no és el meu cas però vull dir que	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_ho_candidat	ho	2733	cas però vull dir que ho vam deixar tot a mans	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	vam deixar	2734	però vull dir que ho vam deixar tot a mans de	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	2754	un exemple de que quan hi ha hagut un problema ha	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	2797	donat solucions als problemes que hi havia i ha sorgit i	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	meva	2836	i això és una teoria meva que no molts comparteixen però	candidat textual ASR; revisió auditiva pendent
pa-001	incoatiu_eix_candidat	comparteixen	2840	teoria meva que no molts comparteixen però jo crec que si	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	2857	a ser integrat per magistrats en el rants potser no però	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	2883	constitucional recordo un representant que hi havia de la part de	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va dir	2912	amb el correcte i li va dir al comentari que em	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va dir	2921	que em feia bé em va dir que estic encantat vinc	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	meva	2930	encantat vinc aquí faig la meva feina ho analitzo des del	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_ho_candidat	ho	2932	aquí faig la meva feina ho analitzo des del punt de	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	2953	del que de bé que en altres llocs és molt diferent	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	2967	ens permet als magistrats treballar en plena autonomia i ens podem	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	2995	constituïent des del primer dia hi ha certs moments que quan	candidat textual ASR; revisió auditiva pendent
pa-001	incoatiu_eix_candidat	llegeixi	3002	certs moments que quan el llegeixi sembla que no han viscut	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	seva	3035	tira una mica a casa seva és un period que hi	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_hi_candidat	hi	3040	seva és un period que hi ha no penso que és	candidat textual ASR; revisió auditiva pendent
pa-001	possessius_candidat	seva	3057	les parts perquè doni la seva operació a l'hosta de la	candidat textual ASR; revisió auditiva pendent
pa-001	pronom_en_candidat	en	3095	sota i la cull i en aquell moment els que estàvem	candidat textual ASR; revisió auditiva pendent
pa-001	perifrasi_past_candidata	va tocar	3112	de la comissió i ens va tocar d'acollir la però tampoc	candidat textual ASR; revisió auditiva pendent
pa-001	negacio_lexical_candidat	tampoc	3117	va tocar d'acollir la però tampoc cap més mèrit extraordinari	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_en_candidat	en	10	fet ens hem de situar en el context dels anys on	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_en_candidat	en	16	el context dels anys on en d'orra està vivint una gran	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_en_candidat	en	24	vivint una gran expansió els en d'orrans tenim moltes inquietuds socials	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_en_candidat	en	41	aleshores dins d'aquest context l'escola en d'orrana es crea com un	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_en_candidat	en	49	crea com un projecte pedagògic en el qual l'importància és les	candidat textual ASR; revisió auditiva pendent
pa-003	possessius_candidat	nostre	67	també de les llengües del nostre entorn francès i castellà amb	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_en_candidat	en	85	el motiu és bàsicament crear en l'etapa de maternal un projecte	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_en_candidat	en	94	un projecte pedagògic que tingui en compte la realitat lingüística en	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_en_candidat	en	99	en compte la realitat lingüística en d'orrana sí i fins i	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_en_candidat	en	110	tot integrador amb un inici en els sistemes educatius existents al	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_en_candidat	en	136	davant un sistema educatiu propi en totes les fases i etapes	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_en_candidat	en	171	país no és a dir en el moment que es crea	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_en_candidat	en	206	com deia la integració d'aules en els sistemes educatius quan realment	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_hi_candidat	hi	212	els sistemes educatius quan realment hi ha la clau del canvi	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_hi_candidat	hi	260	quan realment aquí sí que hi ha una no voldria dir	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_en_candidat	en	297	treballant amb el projecte i en aquells moments aquella sol·licitud d'un	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_en_candidat	en	396	sessió tradicional de sant consell en el consell general aquesta és	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_hi_candidat	hi	416	a partir del moment que hi ha que hi ha demanda	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_hi_candidat	hi	419	moment que hi ha que hi ha demanda dels pares evidentment	candidat textual ASR; revisió auditiva pendent
pa-003	pronom_hi_candidat	hi	426	demanda dels pares evidentment no hi ha un acord totalitari perquè	candidat textual ASR; revisió auditiva pendent
