id_a	id_b	n_formes_compartides	formes	estat
spk-003	spk-044	6	a veure,bé,clar,de fet,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-003	spk-046	3	bé,clar,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-003	spk-048	3	a veure,bé,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-003	spk-049	3	bé,clar,de fet	semblança textual small; no és relació dialectal; pendent d’audició
spk-003	spk-050	3	bé,clar,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-003	spk-051	3	a veure,bé,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-003	spk-053	5	bé,clar,de fet,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-003	spk-054	4	a veure,bé,clar,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-003	spk-055	3	bé,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-003	spk-057	4	a veure,bé,clar,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-003	spk-059	4	clar,de fet,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-004	spk-006	3	aleshores,bé,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-004	spk-007	3	aleshores,bé,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-004	spk-042	3	aleshores,bé,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-006	4	bé,clar,doncs,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-007	7	a veure,bé,clar,diguem,evidentment,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-008	5	a veure,doncs,llavors,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-009	6	bé,clar,diguem,llavors,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-010	5	a veure,bé,doncs,llavors,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-011	4	bé,evidentment,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-014	5	a veure,bé,clar,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-015	5	clar,diguem,evidentment,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-016	7	a veure,clar,doncs,evidentment,llavors,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-017	6	a veure,bé,doncs,evidentment,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-018	7	a veure,bé,clar,doncs,evidentment,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-019	3	bé,evidentment,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-020	3	bé,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-022	5	bé,clar,diguem,doncs,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-024	5	a veure,clar,diguem,evidentment,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-025	3	bé,evidentment,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-026	6	a veure,bé,clar,evidentment,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-027	3	diguem,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-028	6	a veure,bé,clar,doncs,evidentment,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-030	5	bé,diguem,doncs,llavors,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-031	5	a veure,doncs,evidentment,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-033	4	a veure,clar,doncs,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-034	3	doncs,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-035	3	clar,evidentment,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-036	3	bé,doncs,llavors	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-037	5	bé,clar,doncs,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-038	5	a veure,bé,clar,evidentment,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-039	4	diguem,llavors,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-040	5	a veure,clar,evidentment,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-041	5	bé,clar,doncs,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-042	5	bé,clar,doncs,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-043	6	clar,doncs,evidentment,llavors,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-044	8	a veure,bé,clar,doncs,evidentment,llavors,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-045	4	a veure,bé,evidentment,llavors	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-046	5	bé,clar,evidentment,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-048	4	a veure,bé,evidentment,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-049	4	bé,clar,doncs,llavors	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-050	5	bé,clar,doncs,evidentment,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-051	4	a veure,bé,diguem,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-053	5	bé,clar,evidentment,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-054	6	a veure,bé,clar,doncs,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-055	4	bé,doncs,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-056	4	bé,doncs,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-057	5	a veure,bé,clar,evidentment,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-005	spk-059	5	clar,doncs,llavors,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-007	6	aleshores,bueno,bé,clar,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-008	4	bueno,doncs,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-009	4	bé,clar,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-010	3	bé,doncs,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-011	3	bueno,bé,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-014	3	bé,clar,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-016	6	aleshores,bueno,clar,doncs,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-017	3	bé,doncs,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-018	4	bé,clar,doncs,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-019	3	bé,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-022	4	bé,clar,doncs,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-024	3	aleshores,clar,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-026	3	bé,clar,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-028	5	bé,clar,doncs,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-030	3	aleshores,bé,doncs	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-031	4	bueno,doncs,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-033	4	aleshores,clar,doncs,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-037	6	bueno,bé,clar,doncs,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-038	5	bueno,bé,clar,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-040	3	clar,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-041	6	bueno,bé,clar,doncs,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-042	6	aleshores,bueno,bé,clar,doncs,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-043	5	bueno,clar,doncs,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-044	5	bé,clar,doncs,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-045	3	bueno,bé,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-046	4	bueno,bé,clar,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-048	3	bé,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-049	3	bé,clar,doncs	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-050	4	bé,clar,doncs,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-052	3	bueno,clar,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-053	4	bueno,bé,clar,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-054	5	bé,clar,doncs,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-055	3	bé,doncs,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-056	3	bé,doncs,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-057	4	bé,clar,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-006	spk-059	3	clar,doncs,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-008	6	a veure,bueno,crec,llavors,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-009	6	bé,clar,diguem,llavors,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-010	6	a veure,bé,crec,llavors,o sigui,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-011	6	bueno,bé,crec,evidentment,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-014	6	a veure,bé,clar,crec,o sigui,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-015	5	clar,crec,diguem,evidentment,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-016	10	a veure,aleshores,bueno,clar,crec,evidentment,llavors,o sigui,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-017	4	a veure,bé,evidentment,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-018	7	a veure,bé,clar,evidentment,llavors,o sigui,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-019	4	bé,evidentment,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-020	4	bé,llavors,o sigui,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-022	4	bé,clar,diguem,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-024	8	a veure,aleshores,clar,crec,diguem,evidentment,o sigui,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-025	4	bé,crec,evidentment,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-026	7	a veure,bé,clar,crec,evidentment,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-027	5	bueno,crec,diguem,o sigui,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-028	6	a veure,bé,clar,evidentment,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-029	3	crec,evidentment,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-030	4	aleshores,bé,diguem,llavors	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-031	6	a veure,bueno,crec,evidentment,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-033	5	a veure,aleshores,clar,crec,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-035	4	clar,crec,evidentment,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-036	3	bé,llavors,o sigui	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-037	8	bueno,bé,clar,crec,llavors,o sigui,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-038	8	a veure,bueno,bé,clar,crec,evidentment,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-039	5	crec,diguem,llavors,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-040	7	a veure,clar,crec,evidentment,o sigui,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-041	7	bueno,bé,clar,crec,llavors,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-042	7	aleshores,bueno,bé,clar,crec,o sigui,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-043	6	bueno,clar,evidentment,llavors,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-044	9	a veure,bé,clar,crec,evidentment,llavors,o sigui,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-045	8	a veure,bueno,bé,crec,evidentment,llavors,o sigui,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-046	7	bueno,bé,clar,crec,evidentment,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-048	6	a veure,bé,evidentment,o sigui,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-049	3	bé,clar,llavors	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-050	5	bé,clar,evidentment,o sigui,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-051	4	a veure,bé,crec,diguem	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-052	3	bueno,clar,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-053	6	bueno,bé,clar,crec,evidentment,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-054	8	a veure,bé,clar,crec,llavors,o sigui,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-056	3	bé,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-057	8	a veure,bé,clar,crec,evidentment,o sigui,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-058	3	bueno,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-007	spk-059	4	clar,crec,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-009	5	de fet,llavors,perquè,vull dir,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-010	7	a nivell,a veure,crec,doncs,llavors,vull dir,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-011	6	a nivell,bueno,crec,de fet,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-014	4	a veure,crec,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-015	4	crec,de fet,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-016	8	a veure,bueno,crec,doncs,llavors,perquè,vull dir,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-017	5	a veure,de fet,doncs,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-018	5	a nivell,a veure,doncs,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-019	3	de fet,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-020	3	a nivell,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-022	3	a nivell,doncs,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-023	3	bueno,crec,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-024	4	a veure,crec,de fet,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-026	6	a nivell,a veure,crec,de fet,llavors,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-027	4	bueno,crec,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-028	5	a nivell,a veure,doncs,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-029	3	crec,de fet,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-030	3	doncs,llavors,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-031	7	a veure,bueno,crec,doncs,perquè,vull dir,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-033	5	a veure,crec,de fet,doncs,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-034	4	crec,doncs,perquè,és a dir	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-035	4	a nivell,crec,de fet,perquè	semblança textual small; no és relació dialectal; pendent d’audició
spk-008	spk-037	7	a nivell,bueno,crec,doncs,llavors,perquè,vull dir	semblança textual small; no és relació dialectal; pendent d’audició
