origen	desti	relacio	pes	formes_compartides	evidencia
pa-005	pa-018	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-021	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-022	semblança textual provisional	3	bé,clar,o sigui	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-025	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-026	semblança textual provisional	4	bé,clar,doncs,o sigui	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-027	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-028	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-029	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-032	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-033	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-034	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-035	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-036	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-037	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-038	semblança textual provisional	4	bé,clar,doncs,o sigui	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-039	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-041	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-045	semblança textual provisional	4	bé,clar,doncs,o sigui	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-046	semblança textual provisional	4	bé,clar,doncs,o sigui	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-048	semblança textual provisional	3	bé,clar,o sigui	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-049	semblança textual provisional	3	bé,clar,o sigui	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-055	semblança textual provisional	4	bé,clar,doncs,o sigui	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-056	semblança textual provisional	4	bé,clar,doncs,o sigui	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-058	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-059	semblança textual provisional	3	bé,clar,doncs	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-061	semblança textual provisional	4	bé,clar,doncs,o sigui	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-062	semblança textual provisional	4	bé,clar,doncs,o sigui	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-063	semblança textual provisional	4	bé,clar,doncs,o sigui	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-064	semblança textual provisional	4	bé,clar,doncs,o sigui	consens entre dos ASR; revisió auditiva pendent
pa-005	pa-065	semblança textual provisional	4	bé,clar,doncs,o sigui	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-007	semblança textual provisional	4	bé,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-008	semblança textual provisional	4	bé,de fet,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-009	semblança textual provisional	5	bé,doncs,evidentment,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-010	semblança textual provisional	4	bé,de fet,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-011	semblança textual provisional	4	bé,de fet,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-012	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-013	semblança textual provisional	3	doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-014	semblança textual provisional	5	bé,doncs,evidentment,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-015	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-016	semblança textual provisional	5	bé,de fet,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-017	semblança textual provisional	4	bé,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-018	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-019	semblança textual provisional	4	bé,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-020	semblança textual provisional	3	bé,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-021	semblança textual provisional	5	aleshores,bé,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-022	semblança textual provisional	5	bé,de fet,evidentment,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-023	semblança textual provisional	3	bé,de fet,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-025	semblança textual provisional	5	bé,de fet,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-026	semblança textual provisional	5	bé,doncs,evidentment,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-027	semblança textual provisional	5	bé,de fet,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-028	semblança textual provisional	4	bé,de fet,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-029	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-030	semblança textual provisional	4	aleshores,bé,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-031	semblança textual provisional	3	bé,de fet,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-032	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-033	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-034	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-035	semblança textual provisional	4	bé,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-036	semblança textual provisional	4	bé,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-037	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-038	semblança textual provisional	4	bé,doncs,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-039	semblança textual provisional	4	bé,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-040	semblança textual provisional	5	bé,de fet,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-041	semblança textual provisional	4	bé,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-045	semblança textual provisional	6	aleshores,bé,doncs,evidentment,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-046	semblança textual provisional	5	bé,doncs,evidentment,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-048	semblança textual provisional	3	bé,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-049	semblança textual provisional	5	aleshores,bé,evidentment,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-055	semblança textual provisional	5	bé,doncs,evidentment,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-056	semblança textual provisional	5	bé,doncs,evidentment,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-057	semblança textual provisional	4	bé,de fet,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-058	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-059	semblança textual provisional	4	bé,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-060	semblança textual provisional	4	bé,de fet,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-061	semblança textual provisional	5	bé,doncs,evidentment,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-062	semblança textual provisional	5	bé,doncs,evidentment,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-063	semblança textual provisional	5	aleshores,bé,doncs,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-064	semblança textual provisional	5	bé,doncs,evidentment,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-065	semblança textual provisional	5	aleshores,bé,doncs,o sigui,perquè	consens entre dos ASR; revisió auditiva pendent
pa-006	pa-066	semblança textual provisional	4	bé,de fet,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-008	semblança textual provisional	7	a veure,bé,clar,diguem,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-009	semblança textual provisional	6	bé,clar,diguem,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-010	semblança textual provisional	6	bé,clar,doncs,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-011	semblança textual provisional	5	a veure,bé,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-012	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-013	semblança textual provisional	4	doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-014	semblança textual provisional	7	bé,clar,doncs,evidentment,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-015	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-016	semblança textual provisional	7	a veure,bé,clar,doncs,evidentment,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-017	semblança textual provisional	7	bé,clar,doncs,evidentment,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-018	semblança textual provisional	8	a veure,bé,clar,diguem,doncs,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-019	semblança textual provisional	7	bé,diguem,doncs,evidentment,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-020	semblança textual provisional	4	bé,clar,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-021	semblança textual provisional	7	a veure,bé,clar,doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-022	semblança textual provisional	7	a veure,bé,clar,evidentment,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-023	semblança textual provisional	5	a veure,bé,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-025	semblança textual provisional	8	a veure,bé,clar,diguem,doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-026	semblança textual provisional	8	a veure,bé,clar,doncs,evidentment,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-027	semblança textual provisional	8	bé,clar,diguem,doncs,evidentment,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-028	semblança textual provisional	6	bé,clar,diguem,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-029	semblança textual provisional	6	bé,clar,diguem,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-030	semblança textual provisional	6	a veure,bé,clar,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-031	semblança textual provisional	4	a veure,bé,clar,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-032	semblança textual provisional	5	bé,clar,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-033	semblança textual provisional	6	bé,clar,diguem,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-034	semblança textual provisional	8	a veure,bé,clar,diguem,doncs,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-035	semblança textual provisional	6	bé,clar,doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-036	semblança textual provisional	7	a veure,bé,clar,doncs,evidentment,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-037	semblança textual provisional	6	bé,clar,diguem,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-038	semblança textual provisional	6	bé,clar,diguem,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-039	semblança textual provisional	6	bé,clar,diguem,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-040	semblança textual provisional	4	bé,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-041	semblança textual provisional	8	a veure,bé,clar,doncs,evidentment,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-045	semblança textual provisional	7	a veure,bé,clar,doncs,evidentment,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-046	semblança textual provisional	6	bé,clar,diguem,doncs,evidentment,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-048	semblança textual provisional	6	a veure,bé,clar,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-049	semblança textual provisional	7	a veure,bé,clar,diguem,evidentment,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-055	semblança textual provisional	8	a veure,bé,clar,doncs,evidentment,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-056	semblança textual provisional	7	a veure,bé,clar,doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-057	semblança textual provisional	6	bé,diguem,doncs,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-058	semblança textual provisional	8	a veure,bé,clar,diguem,doncs,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-059	semblança textual provisional	7	bé,clar,doncs,evidentment,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-060	semblança textual provisional	5	a veure,bé,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-061	semblança textual provisional	7	a veure,bé,clar,doncs,evidentment,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-062	semblança textual provisional	7	bé,clar,diguem,doncs,evidentment,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-063	semblança textual provisional	6	a veure,bé,clar,doncs,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-064	semblança textual provisional	8	a veure,bé,clar,doncs,evidentment,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-065	semblança textual provisional	7	a veure,bé,clar,doncs,llavors,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-007	pa-066	semblança textual provisional	4	bé,evidentment,llavors,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-009	semblança textual provisional	5	bé,clar,diguem,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-010	semblança textual provisional	6	bé,clar,de fet,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-011	semblança textual provisional	6	a veure,bé,de fet,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-012	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-013	semblança textual provisional	3	doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-014	semblança textual provisional	5	bé,clar,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-015	semblança textual provisional	3	bé,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-016	semblança textual provisional	6	a veure,bé,clar,de fet,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-017	semblança textual provisional	5	bé,clar,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-018	semblança textual provisional	7	a veure,bé,clar,diguem,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-019	semblança textual provisional	5	bé,diguem,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-020	semblança textual provisional	3	bé,clar,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-021	semblança textual provisional	6	a veure,bé,clar,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-022	semblança textual provisional	6	a veure,bé,clar,de fet,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-023	semblança textual provisional	5	a veure,bé,de fet,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-025	semblança textual provisional	8	a veure,bé,clar,de fet,diguem,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-026	semblança textual provisional	6	a veure,bé,clar,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-027	semblança textual provisional	7	bé,clar,de fet,diguem,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-028	semblança textual provisional	6	bé,clar,de fet,diguem,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-029	semblança textual provisional	5	bé,clar,diguem,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-030	semblança textual provisional	5	a veure,bé,clar,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-031	semblança textual provisional	5	a veure,bé,clar,de fet,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-032	semblança textual provisional	4	bé,clar,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-033	semblança textual provisional	6	bé,clar,diguem,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-034	semblança textual provisional	7	a veure,bé,clar,diguem,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-035	semblança textual provisional	5	bé,clar,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-036	semblança textual provisional	5	a veure,bé,clar,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-037	semblança textual provisional	5	bé,clar,diguem,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-038	semblança textual provisional	5	bé,clar,diguem,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-039	semblança textual provisional	5	bé,clar,diguem,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-040	semblança textual provisional	4	bé,de fet,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-041	semblança textual provisional	6	a veure,bé,clar,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-045	semblança textual provisional	5	a veure,bé,clar,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-046	semblança textual provisional	5	bé,clar,diguem,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-048	semblança textual provisional	5	a veure,bé,clar,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-049	semblança textual provisional	5	a veure,bé,clar,diguem,perquè	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-055	semblança textual provisional	6	a veure,bé,clar,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-056	semblança textual provisional	6	a veure,bé,clar,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-057	semblança textual provisional	6	bé,de fet,diguem,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-058	semblança textual provisional	7	a veure,bé,clar,diguem,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-059	semblança textual provisional	5	bé,clar,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-060	semblança textual provisional	6	a veure,bé,de fet,doncs,perquè,és a dir	consens entre dos ASR; revisió auditiva pendent
pa-008	pa-061	semblança textual provisional	5	a veure,bé,clar,doncs,perquè	consens entre dos ASR; revisió auditiva pendent
