model	categoria	forma	segment	inici_s	final_s	prob_min_segment	text_asr	estat
small	discurs	no?	111	557.840	560.720	0.4893	Però el que no pot ser és que ni la filla ni el fill ajudi, no?	candidat ASR; pendent d'audició
small	discurs	vull dir	112	560.720	569.840	0.0495	Vull dir que les feines de casa domèstiques que siguin feines que es valorin també,	candidat ASR; pendent d'audició
small	discurs	bé	114	572.240	575.760	0.1113	Vull dir que el que tradicionaven feines les dones estava molt bé.	candidat ASR; pendent d'audició
small	discurs	vull dir	114	572.240	575.760	0.1113	Vull dir que el que tradicionaven feines les dones estava molt bé.	candidat ASR; pendent d'audició
small	discurs	bueno	118	591.920	594.920	0.1494	-Bueno, això és... Home, jo crec que ara això...	candidat ASR; pendent d'audició
small	discurs	no?	123	605.920	607.920	0.2859	que és divu, no?	candidat ASR; pendent d'audició
small	discurs	doncs	131	641.920	644.360	0.0736	doncs això tenen uns salaris més sals, en canvi,	candidat ASR; pendent d'audició
small	discurs	doncs	133	647.600	651.240	0.0385	per tant, per oqueria i tal, doncs tenen els salaris menors.	candidat ASR; pendent d'audició
small	discurs	per tant	133	647.600	651.240	0.0385	per tant, per oqueria i tal, doncs tenen els salaris menors.	candidat ASR; pendent d'audició
small	discurs	bé	135	653.520	657.720	0.2275	Bé, ara ja més factors, però vull dir que, a final,	candidat ASR; pendent d'audició
small	discurs	vull dir	135	653.520	657.720	0.2275	Bé, ara ja més factors, però vull dir que, a final,	candidat ASR; pendent d'audició
small	discurs	no?	137	662.240	663.600	0.1508	segueix aquesta, no?	candidat ASR; pendent d'audició
small	discurs	no?	139	668.200	669.920	0.2541	a millor no és tan elevada, no?	candidat ASR; pendent d'audició
small	discurs	doncs	143	679.320	683.360	0.1217	doncs poden dedicar més hores a la feina, a fer més hores extres,	candidat ASR; pendent d'audició
small	discurs	perquè	145	689.160	692.880	0.4526	perquè les dones estan més dedicades a la llal,	candidat ASR; pendent d'audició
small	discurs	vull dir	146	692.960	697.520	0.1801	vull dir que tot això és com... és junta,	candidat ASR; pendent d'audició
small	discurs	bé	152	714.200	716.600	0.4446	Perquè si jo tinc una empresa i vull que funcioni bé,	candidat ASR; pendent d'audició
small	discurs	perquè	152	714.200	716.600	0.4446	Perquè si jo tinc una empresa i vull que funcioni bé,	candidat ASR; pendent d'audició
small	discurs	clar	155	726.200	728.280	0.2574	-Clar. -Sí, sí.	candidat ASR; pendent d'audició
small	discurs	vull dir	157	731.600	734.200	0.2327	Vull dir, això de la paritat és a vegades pervers,	candidat ASR; pendent d'audició
small	discurs	perquè	158	734.280	736.040	0.2020	perquè el mío em fan falta més dones comes.	candidat ASR; pendent d'audició
small	discurs	bueno	159	736.120	740.440	0.3387	Clar, bueno, jo crec que poden ser polítiques puntuals,	candidat ASR; pendent d'audició
small	discurs	clar	159	736.120	740.440	0.3387	Clar, bueno, jo crec que poden ser polítiques puntuals,	candidat ASR; pendent d'audició
small	discurs	vull dir	162	746.440	749.600	0.4270	Vull dir que no que un empresari	candidat ASR; pendent d'audició
small	discurs	doncs	164	754.400	759.680	0.0881	Han de ser la meitat. No, això no és un més que d'obligar, és que estructuralment, doncs,	candidat ASR; pendent d'audició
small	discurs	de fet	166	766.480	772.080	0.1749	A final, això no ha de ser tan important. De fet, doncs el que dius, tu abans, a vegades,	candidat ASR; pendent d'audició
small	discurs	doncs	166	766.480	772.080	0.1749	A final, això no ha de ser tan important. De fet, doncs el que dius, tu abans, a vegades,	candidat ASR; pendent d'audició
small	discurs	doncs	167	772.080	778.240	0.3506	el discurs d'una dona pot ser molt masclista, i el d'un home, doncs, és molt feminista,	candidat ASR; pendent d'audició
small	discurs	vull dir	168	778.240	781.600	0.0715	O no vull dir que això no és una gran funció també.	candidat ASR; pendent d'audició
small	discurs	clar	169	781.800	784.400	0.4333	Seria tot molt més fàcil, si fos tot tan clar.	candidat ASR; pendent d'audició
small	discurs	perquè	177	806.520	814.760	0.2283	perquè sí que en les gestions més joves hi havia la mòcsexualitat,	candidat ASR; pendent d'audició
small	discurs	de fet	185	853.240	858.240	0.2470	Però no es viu de manera tan dramàtica, de fet.	candidat ASR; pendent d'audició
small	discurs	de fet	194	900.640	903.440	0.4492	de fet ens ho deies tot al principi, Joan,	candidat ASR; pendent d'audició
small	discurs	vull dir	195	903.640	909.840	0.5217	és l'Ètnia, no ens enganyem, vull dir, no podem ser falsos.	candidat ASR; pendent d'audició
small	discurs	bueno	197	916.080	918.720	0.1843	Sí, sí, bueno, a...	candidat ASR; pendent d'audició
small	discurs	no?	198	918.720	923.040	0.1334	Esperant-se, hi ha molts estudis sobre aquest tema, o sigui que ja depèn del barri, no?	candidat ASR; pendent d'audició
small	discurs	o sigui	198	918.720	923.040	0.1334	Esperant-se, hi ha molts estudis sobre aquest tema, o sigui que ja depèn del barri, no?	candidat ASR; pendent d'audició
small	discurs	no?	199	923.040	928.000	0.4552	Tu envies un currículum d'un barri o d'un altre i a millor tens més voluntat de trobar feina, no?	candidat ASR; pendent d'audició
small	discurs	no?	200	928.000	932.800	0.3288	Sí, i això està associat amb els estirotips i amb els prejudicis, no?	candidat ASR; pendent d'audició
small	discurs	vull dir	201	932.800	938.280	0.2780	Vull dir que, al final, sí que és molt important dissoldre aquests prejudicis,	candidat ASR; pendent d'audició
small	discurs	no?	202	938.280	942.880	0.2786	perquè, a final, les persones són molt més similars de la que ens pensem, no?	candidat ASR; pendent d'audició
small	discurs	perquè	202	938.280	942.880	0.2786	perquè, a final, les persones són molt més similars de la que ens pensem, no?	candidat ASR; pendent d'audició
small	discurs	llavors	203	942.880	947.560	0.2190	Vull dir que, llavors, quan posa això, jutges,	candidat ASR; pendent d'audició
small	discurs	vull dir	203	942.880	947.560	0.2190	Vull dir que, llavors, quan posa això, jutges,	candidat ASR; pendent d'audició
small	discurs	perquè	205	951.200	956.040	0.4079	és una cosa molt perillosa i ja perquè no és irracional.	candidat ASR; pendent d'audició
small	discurs	vull dir	206	956.040	958.440	0.8595	Vull dir, ho fem tots, però és irracional.	candidat ASR; pendent d'audició
small	discurs	bé	209	962.080	965.000	0.4423	Bé, tota la població, 80.000, no som iguals,	candidat ASR; pendent d'audició
small	discurs	clar	210	965.000	971.320	0.2954	però si això ho tenim clar, és impensable pensar que totes d'un país, que són milions, siguin iguals.	candidat ASR; pendent d'audició
small	discurs	o sigui	211	971.320	979.280	0.2398	És que no té cap sentit. O sigui, ho fem tot, però estem fent una cosa que no és racional, correcte?	candidat ASR; pendent d'audició
small	discurs	no?	213	981.160	987.200	0.4862	Un altre desigualtat que aniria llegada amb això que ens estàs explicant és el territori, no?	candidat ASR; pendent d'audició
small	discurs	perquè	215	989.200	995.920	0.3058	El territori crea desigualtat, sí, perquè crea diferents oportunitats d'accés a això,	candidat ASR; pendent d'audició
small	territorial	comuns	216	995.920	1001.080	0.1948	als vents comuns o les diferències que pot crear moltes desigualtats.	candidat ASR; pendent d'audició
small	discurs	clar	217	1001.080	1006.160	0.0882	Clar, no és un país petit, llavors això és no tan menys, però sí que és veritat que depèn dels vius,	candidat ASR; pendent d'audició
small	discurs	llavors	217	1001.080	1006.160	0.0882	Clar, no és un país petit, llavors això és no tan menys, però sí que és veritat que depèn dels vius,	candidat ASR; pendent d'audició
small	discurs	doncs	218	1006.160	1012.000	0.1637	doncs les combinacions pot complicar una mica la vida i som un país molt petit.	candidat ASR; pendent d'audició
small	discurs	clar	219	1012.000	1018.360	0.3634	Com parlen de països grans, clar, això també països com Espanya o França s'ha anat diluint,	candidat ASR; pendent d'audició
small	discurs	no?	222	1025.840	1030.800	0.1386	També hi havia uns estirotips que a vegades es fan bromes, però sí que continuen nabent, no?	candidat ASR; pendent d'audició
small	discurs	bé	223	1030.800	1036.840	0.2116	I tot i que ara ja els serveis dels pobles són, estan molt bé, no?	candidat ASR; pendent d'audició
small	discurs	no?	223	1030.800	1036.840	0.2116	I tot i que ara ja els serveis dels pobles són, estan molt bé, no?	candidat ASR; pendent d'audició
small	discurs	perquè	227	1055.960	1066.960	0.3881	I això sí, perquè s'ha de valorar i s'ha de donar les possibilitats perquè tot el món o totes les persones puguin tenir les mateixes oportunitats.	candidat ASR; pendent d'audició
small	discurs	no?	228	1066.960	1071.520	0.2755	Això és veritat, sí. S'han fet molts grans passos, no?	candidat ASR; pendent d'audició
small	discurs	bueno	229	1071.600	1075.640	0.4467	Però, bueno, cada cop s'han de fer més, no? Sí, sí.	candidat ASR; pendent d'audició
small	discurs	no?	229	1071.600	1075.640	0.4467	Però, bueno, cada cop s'han de fer més, no? Sí, sí.	candidat ASR; pendent d'audició
small	discurs	perquè	230	1075.720	1078.920	0.1567	També al final, perquè hi ha aquests estereotips, també condicionen.	candidat ASR; pendent d'audició
small	discurs	no?	232	1082.480	1086.080	0.4169	però aquests estereotips també hem de continuar canviant-los, no?	candidat ASR; pendent d'audició
small	discurs	vull dir	235	1092.080	1094.480	0.6421	i amb això no vull dir que sigui ni tots ni totes	candidat ASR; pendent d'audició
small	discurs	no?	239	1104.560	1107.560	0.5147	Crees aquesta distància, no? Ostres, tu...	candidat ASR; pendent d'audició
small	discurs	clar	240	1107.560	1111.560	0.2948	Clar, sí, sí. No, no. Es crea aquesta distància.	candidat ASR; pendent d'audició
small	discurs	no?	241	1111.560	1113.560	0.1599	I després per què ha anat canviant els paradigmes, no?	candidat ASR; pendent d'audició
small	discurs	bé	243	1118.560	1122.560	0.1755	Per bé d'ells, no?, s'havien d'estar en institucions diferents.	candidat ASR; pendent d'audició
small	discurs	no?	243	1118.560	1122.560	0.1755	Per bé d'ells, no?, s'havien d'estar en institucions diferents.	candidat ASR; pendent d'audició
small	discurs	clar	244	1122.560	1125.480	0.1018	Clar, ara la mentalitat és totalment diferent.	candidat ASR; pendent d'audició
small	discurs	vull dir	245	1125.480	1130.840	0.2644	Vull dir, no, al contrari, les persones que tenen algun més cavament el que sigui	candidat ASR; pendent d'audició
small	discurs	no?	246	1130.840	1136.520	0.3164	han de tenir l'aportunitat de viure amb igualtat de condicions amb tothom i barrejar-se, no?	candidat ASR; pendent d'audició
small	discurs	vull dir	247	1136.520	1140.520	0.1390	Vull dir, però això són canvis de paradigma que tu estàs a millor, no sigui que vol...	candidat ASR; pendent d'audició
small	discurs	perquè	253	1158.720	1165.920	0.1168	perquè, a final, la diferència tampoc és que estem tots una mica dependents del que et pot passar.	candidat ASR; pendent d'audició
small	discurs	clar	255	1170.720	1179.840	0.2845	i llavors això, és clar, hem d'assumir que això és una normalitat i que la llenem de buscar que tinguin total...	candidat ASR; pendent d'audició
small	discurs	llavors	255	1170.720	1179.840	0.2845	i llavors això, és clar, hem d'assumir que això és una normalitat i que la llenem de buscar que tinguin total...	candidat ASR; pendent d'audició
small	discurs	doncs	260	1213.800	1217.000	0.1443	-Això és el que ha passat més. -Doncs ara et deixes més tocat.	candidat ASR; pendent d'audició
small	discurs	perquè	261	1217.000	1221.480	0.1009	-Sí, ara et deixes més tocat perquè jo parlo de fa 40 anys. -No, però sí.	candidat ASR; pendent d'audició
small	discurs	bueno	263	1226.840	1234.000	0.3220	Bueno, canvi de tema, però una cosa interessant és que algun treball que hem fet sobre pobreza també passa igual.	candidat ASR; pendent d'audició
small	discurs	perquè	265	1237.160	1240.040	0.6390	perquè al final és com la idea aquesta	candidat ASR; pendent d'audició
small	discurs	perquè	266	1240.120	1242.880	0.2944	de que ets pobre perquè has fet alguna cosa malament.	candidat ASR; pendent d'audició
small	discurs	perquè	268	1247.760	1249.800	0.3207	D'exclusió, perquè és culpa teva.	candidat ASR; pendent d'audició
small	discurs	perquè	271	1257.520	1263.520	0.2413	Són dures, perquè és una mica que al final la culpa és teva.	candidat ASR; pendent d'audició
small	discurs	bé	272	1263.600	1266.000	0.1775	i això també és bastant bé.	candidat ASR; pendent d'audició
small	discurs	doncs	275	1272.000	1275.720	0.4758	perquè a vegades, doncs això, si el nucli familiar	candidat ASR; pendent d'audició
small	discurs	perquè	275	1272.000	1275.720	0.4758	perquè a vegades, doncs això, si el nucli familiar	candidat ASR; pendent d'audició
small	discurs	doncs	276	1277.000	1280.920	0.5889	doncs té un sou per anar fent, per anar vivint,	candidat ASR; pendent d'audició
small	discurs	clar	277	1281.320	1283.600	0.3969	clar, aquests nens i nenes estan exposats	candidat ASR; pendent d'audició
small	discurs	vull dir	289	1328.880	1334.000	0.0758	Vull dir que, al final, els nens tampoc fan una altra cosa que imita el que fem fora.	candidat ASR; pendent d'audició
small	discurs	vull dir	290	1334.080	1336.320	0.5701	Vull dir que, al final, els nens fan...	candidat ASR; pendent d'audició
small	discurs	no?	291	1336.400	1341.040	0.2765	No, és que som una societat on fem, no?	candidat ASR; pendent d'audició
small	discurs	perquè	296	1356.760	1362.080	0.2607	Totes resumeixen, Joan, perquè acabem ja, en educació i respecte?	candidat ASR; pendent d'audició
small	discurs	no?	298	1367.480	1373.560	0.1739	I no entrar amb els estirotips, no? Això ho veiem.	candidat ASR; pendent d'audició
small	discurs	perquè	299	1373.640	1379.960	0.4980	És superdifícil, perquè ho fem tots, però això és la base.	candidat ASR; pendent d'audició
small	discurs	clar	310	1411.160	1414.160	0.3584	Clar, quan està de moda, llavors és el màxim.	candidat ASR; pendent d'audició
small	discurs	llavors	310	1411.160	1414.160	0.3584	Clar, quan està de moda, llavors és el màxim.	candidat ASR; pendent d'audició
small	discurs	no?	313	1420.160	1422.160	0.6978	Vull dir, empatia, no?	candidat ASR; pendent d'audició
small	discurs	vull dir	313	1420.160	1422.160	0.6978	Vull dir, empatia, no?	candidat ASR; pendent d'audició
small	discurs	perquè	314	1422.160	1424.160	0.5833	Perquè el millor està passant fatal	candidat ASR; pendent d'audició
small	discurs	perquè	322	1443.560	1445.760	0.3059	Perquè aquest segle XX ha vingut molt fort en aquest tema.	candidat ASR; pendent d'audició
small	discurs	bueno	324	1448.960	1452.880	0.3180	Sí, bueno, perquè final és tema amb la mateixa dinàmica de sempre.	candidat ASR; pendent d'audició
small	discurs	perquè	324	1448.960	1452.880	0.3180	Sí, bueno, perquè final és tema amb la mateixa dinàmica de sempre.	candidat ASR; pendent d'audició
small	discurs	bé	326	1455.000	1458.200	0.2707	Perquè final és bé que, si tens això, seràs més feliç.	candidat ASR; pendent d'audició
small	discurs	perquè	326	1455.000	1458.200	0.2707	Perquè final és bé que, si tens això, seràs més feliç.	candidat ASR; pendent d'audició
small	discurs	no?	330	1466.840	1473.840	0.0553	De manera subconscient. Aquests pantalons estripats que avançarà ara és caríssim, no?	candidat ASR; pendent d'audició
small	discurs	no?	332	1477.840	1484.840	0.1985	És irracional, però entrem sense cap... completament de manera crítica, no?	candidat ASR; pendent d'audició
base	discurs	per tant	5	41.160	44.520	0.1382	et dissabte vinent, per tant, no demà, sinó el següent.	candidat ASR; pendent d'audició
base	discurs	bé	7	50.760	51.760	0.1046	Bé, bon dia.	candidat ASR; pendent d'audició
base	discurs	vull dir	11	60.880	62.960	0.2207	Tenim un quart d'hora, vull dir que no és molt temps,	candidat ASR; pendent d'audició
base	discurs	no?	14	66.520	69.920	0.1265	la gent tindrà una idea molt clara de com som, no?	candidat ASR; pendent d'audició
base	discurs	bueno	17	74.920	77.840	0.3334	Sí, bueno, jo crec que...	candidat ASR; pendent d'audició
base	discurs	perquè	22	90.600	94.080	0.1484	perquè hi ha persones que tenen una situació diferent	candidat ASR; pendent d'audició
base	discurs	bueno	31	121.680	125.040	0.3243	Bueno, hi ha una de les més importants seria aquest,	candidat ASR; pendent d'audició
base	discurs	no?	33	126.480	128.000	0.4619	I després es barreja, no?	candidat ASR; pendent d'audició
base	discurs	bé	42	158.960	161.360	0.1487	relativament, ha funció al bé que és que les persones	candidat ASR; pendent d'audició
base	discurs	bé	45	166.280	169.560	0.1767	La sensació social ha anat funcionant relativament bé,	candidat ASR; pendent d'audició
base	discurs	no?	50	181.480	184.480	0.2311	aquí no hi és, perquè a final és el contrari, no?	candidat ASR; pendent d'audició
base	discurs	perquè	50	181.480	184.480	0.2311	aquí no hi és, perquè a final és el contrari, no?	candidat ASR; pendent d'audició
base	discurs	no?	51	184.560	186.560	0.3084	Ara, per exemple, es necessita gent, no?	candidat ASR; pendent d'audició
base	discurs	vull dir	53	190.840	193.120	0.1172	Vull dir que hi ha uns factors que relativitzen,	candidat ASR; pendent d'audició
base	discurs	bueno	54	193.200	194.560	0.3823	però, bueno, existeixen, no?	candidat ASR; pendent d'audició
base	discurs	no?	54	193.200	194.560	0.3823	però, bueno, existeixen, no?	candidat ASR; pendent d'audició
base	discurs	clar	55	194.640	197.760	0.3553	Clar, tant els nacionales, com els residents,	candidat ASR; pendent d'audició
base	discurs	perquè	57	200.520	202.760	0.0733	Els no ho vinguts perquè s'integuin,	candidat ASR; pendent d'audició
base	discurs	clar	59	205.840	208.360	0.3987	Sí, clar, aquí és el...	candidat ASR; pendent d'audició
base	discurs	o sigui	61	211.680	215.320	0.0523	O sigui, en Dorra ja és un país diferent,	candidat ASR; pendent d'audició
base	discurs	o sigui	65	223.120	225.640	0.0506	O sigui, som una situació molt polita,	candidat ASR; pendent d'audició
base	discurs	no?	66	225.720	228.880	0.1343	hem de ser ubers perquè a part ens venen, no?	candidat ASR; pendent d'audició
base	discurs	perquè	66	225.720	228.880	0.1343	hem de ser ubers perquè a part ens venen, no?	candidat ASR; pendent d'audició
base	discurs	llavors	70	239.200	243.720	0.0864	Vull dir que hi ha llavors i amb l'àpia a més de què tenim,	candidat ASR; pendent d'audició
base	discurs	vull dir	70	239.200	243.720	0.0864	Vull dir que hi ha llavors i amb l'àpia a més de què tenim,	candidat ASR; pendent d'audició
base	discurs	perquè	73	249.320	251.520	0.2276	perquè a l'emvegir-se la població,	candidat ASR; pendent d'audició
base	discurs	clar	82	288.920	290.360	0.5732	Sí, sí, clar.	candidat ASR; pendent d'audició
base	discurs	llavors	84	294.280	296.320	0.1554	Llavors, els gènere són dels factors.	candidat ASR; pendent d'audició
base	discurs	vull dir	88	303.600	306.520	0.0813	Vull dir que el gènere és important, però no és un mateix.	candidat ASR; pendent d'audició
base	discurs	doncs	89	306.600	311.160	0.0767	Doncs, no, una senyora o una noia que està treballant.	candidat ASR; pendent d'audició
base	discurs	no?	95	324.880	328.560	0.2455	La mene, ja altres factors que determinan, també, no?	candidat ASR; pendent d'audició
