forma	categoria	small	base	consens	model_localitzador	context_small	context_base	prob_min_segment_small	prob_mean_segment_small	prob_min_segment_base	prob_mean_segment_base	clip	inici_ms	final_ms	estat
santuari	territorial	0	0	no											ASR textual; atribució i audició pendents
veguer	territorial	0	0	no											ASR textual; atribució i audició pendents
Guillem Areny	persona	0	0	no											ASR textual; atribució i audició pendents
La Massana	toponim	0	0	no											ASR textual; atribució i audició pendents
aiguat	medi ambient	0	0	no											ASR textual; atribució i audició pendents
inundacions	medi ambient	0	0	no											ASR textual; atribució i audició pendents
1982	història	0	0	no											ASR textual; atribució i audició pendents
Armeria Andorrana	economia	0	0	no											ASR textual; atribució i audició pendents
armes	economia	0	0	no											ASR textual; atribució i audició pendents
Avinguda Meritxell	toponim	0	0	no											ASR textual; atribució i audició pendents
Hiper Andorra	economia	0	0	no											ASR textual; atribució i audició pendents
pont	infraestructures	0	0	no											ASR textual; atribució i audició pendents
Prisunic	economia	0	0	no											ASR textual; atribució i audició pendents
explosió	emergència	0	0	no											ASR textual; atribució i audició pendents
gas	emergència	0	0	no											ASR textual; atribució i audició pendents
evacuació	emergència	0	0	no											ASR textual; atribució i audició pendents
víctimes	societat	0	0	no											ASR textual; atribució i audició pendents
agent de circulació	institucions	0	0	no											ASR textual; atribució i audició pendents
vehicles	transport	0	0	no											ASR textual; atribució i audició pendents
carreteres	infraestructures	0	0	no											ASR textual; atribució i audició pendents
Hotel La Massana	economia	0	0	no											ASR textual; atribució i audició pendents
turistes	turisme	0	0	no											ASR textual; atribució i audició pendents
Manel Ribas	persona	0	0	no											ASR textual; atribució i audició pendents
Andorra	toponim	0	0	no											ASR textual; atribució i audició pendents
andorrà	gentilici	0	0	no											ASR textual; atribució i audició pendents
solidaritat	societat	0	0	no											ASR textual; atribució i audició pendents
emergència	institucions	0	0	no											ASR textual; atribució i audició pendents
botiga	economia	1	0	no	small	la botiga que hi ha a Mollers no costa més, molt més.		0.1046	0.6257			lead-yt-041__61__botiga.wav	391280	396360	ASR textual; atribució i audició pendents
incendi	emergència	0	0	no											ASR textual; atribució i audició pendents
pont del Prisunic	toponim	0	0	no											ASR textual; atribució i audició pendents
