forma	categoria	small	base	consens	model_localitzador	context_small	context_base	prob_min_segment_small	prob_mean_segment_small	prob_min_segment_base	prob_mean_segment_base	clip	inici_ms	final_ms	estat
Santa Coloma	toponim	3	2	sí	small	Digues qui és, l'equima de Santa Coloma.	I qui és la quina de Santa Coloma?	0.2391	0.8194	0.1399	0.7692	lead-rtva-029__66__santa-coloma.wav	850680	852600	ASR textual; atribució i audició pendents
andorrà	gentilici	0	0	no											ASR textual; atribució i audició pendents
andorrans	gentilici	0	0	no											ASR textual; atribució i audició pendents
projecte	institucions	4	4	sí	small	I no s'hi posava per poc?No, perquè tenia un projecte	No, perquè tenia un projecte de formació professional,	0.1553	0.8560	0.6443	0.9281	lead-rtva-029__69__projecte.wav	1005240	1008000	ASR textual; atribució i audició pendents
concessió	institucions	0	0	no											ASR textual; atribució i audició pendents
estadi	esport	0	0	no											ASR textual; atribució i audició pendents
esdeveniment	cultura	0	0	no											ASR textual; atribució i audició pendents
premis	cultura	0	1	no	base		i dins estava el premis del marit, el França.			0.0824	0.6451	lead-rtva-029__73__premis.wav	462160	464440	ASR textual; atribució i audició pendents
Toni Martí	memòria	0	0	no											ASR textual; atribució i audició pendents
jocs	esport	0	0	no											ASR textual; atribució i audició pendents
festa	cultura	1	0	no	small	tornàvem a pujar uns dies per la festa major,		0.6600	0.9019			lead-rtva-029__76__festa.wav	694400	698120	ASR textual; atribució i audició pendents
equip	esport	1	1	sí	small	tenen un equip que s'ha de treballar amb igualtat,	amb això de l'hiualtat tenen un equip que s'ha treballat amb l'hiualtat,	0.4909	0.8778	0.1802	0.7277	lead-rtva-029__77__equip.wav	2259480	2262320	ASR textual; atribució i audició pendents
català	sociolingüística	0	0	no											ASR textual; atribució i audició pendents
francès	contacte	1	1	sí	small	i quan era a explicar aquella, casada amb un francès,	I quan la va explicar aquella casada amb un francès,	0.1815	0.7852	0.2121	0.7566	lead-rtva-029__79__franc-s.wav	860240	863000	ASR textual; atribució i audició pendents
castellà	contacte	0	0	no											ASR textual; atribució i audició pendents
hipermotion	esport	0	0	no											ASR textual; atribució i audició pendents
lliga	esport	0	0	no											ASR textual; atribució i audició pendents
comissió legislativa	institucions	0	0	no											ASR textual; atribució i audició pendents
