forma	categoria	small	base	consens	model_localitzador	context_small	context_base	prob_min_segment_small	prob_mean_segment_small	prob_min_segment_base	prob_mean_segment_base	clip	inici_ms	final_ms	estat
Andorra	toponim	19	5	sí	small	Avui farem memòria d'un país amb un home que nascut a Andorra,	i membre del Cord de Càmbra d'Andorra.	0.3195	0.8443	0.3440	0.7677	lead-rtva-017__45__andorra.wav	15760	19120	ASR textual; atribució i audició pendents
andorrà	gentilici	0	0	no											ASR textual; atribució i audició pendents
andorrants	gentilici	0	1	no	base		i penso que algunes vegades els andorrants contrairem el que hem pensat,			0.1223	0.7284	lead-rtva-017__47__andorrants.wav	2174920	2178960	ASR textual; atribució i audició pendents
La Massana	toponim	0	0	no											ASR textual; atribució i audició pendents
Catedral d’Andorra	institucions	0	0	no											ASR textual; atribució i audició pendents
conseller general	institucions	4	1	sí	small	També va dedicar-se a la política on va ser conseller general.	També va dedicar-se a la política amb la ser conseller general.	0.4616	0.9366	0.2233	0.8275	lead-rtva-017__50__conseller-general.wav	33320	37600	ASR textual; atribució i audició pendents
conseller	institucions	12	7	sí	small	També va dedicar-se a la política on va ser conseller general.	També va dedicar-se a la política amb la ser conseller general.	0.4616	0.9366	0.2233	0.8275	lead-rtva-017__51__conseller.wav	33320	37600	ASR textual; atribució i audició pendents
Consell General	institucions	2	2	sí	small	que va ser un nyiquinyac entre el Consell General	el de l'Arràdio, que va ser un i quinyà que entre el Consell General	0.1446	0.8117	0.0940	0.6990	lead-rtva-017__52__consell-general.wav	1991920	1995800	ASR textual; atribució i audició pendents
coprincipat	institucions	0	0	no											ASR textual; atribució i audició pendents
nacionalitat	institucions	2	1	sí	small	aquell decret dels senyors delegats permanents sobre la nacionalitat.	a aquell decret dels senyors delegats permanents sobre la nacionalitat.	0.8063	0.9518	0.3620	0.8297	lead-rtva-017__54__nacionalitat.wav	2128560	2132600	ASR textual; atribució i audició pendents
jus sanguinis	dret	0	0	no											ASR textual; atribució i audició pendents
jus soli	dret	0	0	no											ASR textual; atribució i audició pendents
delegat permanent	institucions	2	2	sí	small	Recordo, sobretot, també segons el delegat permanent que tenim,	Recordo sobretot, també, segons el delegat permanent,	0.3588	0.8194	0.3530	0.6955	lead-rtva-017__57__delegat-permanent.wav	2185760	2189840	ASR textual; atribució i audició pendents
folklòric	cultura	0	0	no											ASR textual; atribució i audició pendents
cor de cambra	cultura	1	0	no	small	i membre del cor de cambra d'Andorra.		0.3192	0.8884			lead-rtva-017__59__cor-de-cambra.wav	48400	51480	ASR textual; atribució i audició pendents
Cercle de les Arts i de les Lletres	cultura	0	0	no											ASR textual; atribució i audició pendents
català	sociolingüística	0	0	no											ASR textual; atribució i audició pendents
francès	contacte	4	0	no	small	Contraïament que vegades la mitra es pensava que era més aviat del costat francès		0.3442	0.8006			lead-rtva-017__62__franc-s.wav	2155680	2159560	ASR textual; atribució i audició pendents
castellà	contacte	0	0	no											ASR textual; atribució i audició pendents
mos	morfosintaxi	5	1	sí	small	mos oferien aquesta possibilitat, cosa que costava, eh,	-Mos vam emocionar un home que tenia moltes dificultats	0.3027	0.8461	0.2478	0.7615	lead-rtva-017__64__mos.wav	1149120	1154120	ASR textual; atribució i audició pendents
poble	territori	6	7	sí	small	i pobres estaven molt allunyats del poble,	I pobres, estaven molt allunyats del poble	0.4283	0.8539	0.3590	0.7788	lead-rtva-017__65__poble.wav	365000	368200	ASR textual; atribució i audició pendents
Constitució	institucions	2	2	sí	small	Un abans de la Constitució i un altre després, no?	un abans de la Constitució, i un altre després, no?	0.4366	0.8920	0.2326	0.7747	lead-rtva-017__66__constituci.wav	1960080	1963560	ASR textual; atribució i audició pendents
avortament	societat	1	0	no	small	que és el de l'avortament.		0.4148	0.8940			lead-rtva-017__67__avortament.wav	3294360	3295560	ASR textual; atribució i audició pendents
gent gran	societat	2	5	sí	small	Ha estat president de la Federació d'Associacions de Gent Gran	Ha estat president de la fedració de associations de gent gran	0.2356	0.8870	0.1641	0.7326	lead-rtva-017__68__gent-gran.wav	37680	41360	ASR textual; atribució i audició pendents
educació especial	educació	1	0	no	small	en col·lectius, per exemple, de nens i nenes d'educació especial.		0.5316	0.9138			lead-rtva-017__69__educaci-especial.wav	1089560	1093520	ASR textual; atribució i audició pendents
