forma	categoria	small	base	consens	model_localitzador	context_small	context_base	prob_min_segment_small	prob_mean_segment_small	prob_min_segment_base	prob_mean_segment_base	clip	inici_ms	final_ms	estat
olímpica	esport	2	2	sí	small	va rebre l'ordre olímpica de mans,	l'ordre olímpica de mans, precisament,					lead-rtva-015__38__ol-mpica.wav	1084440	1086960	ASR textual; atribució i audició pendents
esport	esport	10	10	sí	small	Tinc al davant un testimoni privilegiat de mig segle d'esport al principi	d'esport a principi,					lead-rtva-015__39__esport.wav	36080	40560	ASR textual; atribució i audició pendents
Comitè Olímpic Andorrà	institucions	0	0	no											ASR textual; atribució i audició pendents
Comitè Olímpic	institucions	10	0	no	small	President honorari del Comitè Olímpic-Andorra va ser la persona						lead-rtva-015__41__comit-ol-mpic.wav	10760	15120	ASR textual; atribució i audició pendents
jocs olímpics	esport	6	5	sí	small	al primer equip. Aleshores, els 52 es van ser elevats als Jocs Olímpics d'Oslo	Aleshores, els 52 es van ser a l'eval dels Jocs Olímpics de Oslo.					lead-rtva-015__42__jocs-ol-mpics.wav	250600	257800	ASR textual; atribució i audició pendents
Andorra	toponim	33	11	sí	small	President honorari del Comitè Olímpic-Andorra va ser la persona	I allò és quan es va començar a animar l'esquí, és veritat, andorra.					lead-rtva-015__43__andorra.wav	10760	15120	ASR textual; atribució i audició pendents
andorrà	gentilici	0	0	no											ASR textual; atribució i audició pendents
andorrans	gentilici	0	0	no											ASR textual; atribució i audició pendents
Encamp	toponim	0	0	no											ASR textual; atribució i audició pendents
muntanya	territori	2	1	sí	small	agafava-me'n a la muntanya i els vesos,	Rodant les falles, pujava amb un tros de muntanya que hi havia el davant,					lead-rtva-015__47__muntanya.wav	1904440	1907840	ASR textual; atribució i audició pendents
Pirineus	territori	2	2	sí	small	Els campionats dels Pirineus francesos, els Pirineus nationals,	Els campeonats dels Pirineus Francesos, els Pirineus,					lead-rtva-015__48__pirineus.wav	382360	387680	ASR textual; atribució i audició pendents
català	sociolingüística	0	0	no											ASR textual; atribució i audició pendents
francès	contacte	3	0	no	small	perquè el francès Viladomart ja està briliat						lead-rtva-015__50__franc-s.wav	313800	316440	ASR textual; atribució i audició pendents
castellà	contacte	0	0	no											ASR textual; atribució i audició pendents
esquí	esport	27	20	sí	small	Però, a llas doncs, l'història ven des de l'esquí.	l'història, i ben des del esquí. Des del esquí en d'orra.					lead-rtva-015__52__esqu.wav	103200	106240	ASR textual; atribució i audició pendents
federació	esport	10	7	sí	small	i es van afedar a la Federació Catalana d'Esquí,	i ens van fer la federació catalana d'esquí,					lead-rtva-015__53__federaci.wav	190320	194800	ASR textual; atribució i audició pendents
president	institucions	12	8	sí	small	President honorari del Comitè Olímpic-Andorra va ser la persona	Un tal benet, mas, el president,					lead-rtva-015__54__president.wav	10760	15120	ASR textual; atribució i audició pendents
honorari	institucions	1	2	sí	small	President honorari del Comitè Olímpic-Andorra va ser la persona	Presiden honorari del Comité Olimpí Cantorra.					lead-rtva-015__55__honorari.wav	10760	15120	ASR textual; atribució i audició pendents
