forma	categoria	small	base	consens	model_localitzador	context_small	context_base	prob_min_segment_small	prob_mean_segment_small	prob_min_segment_base	prob_mean_segment_base	clip	inici_ms	final_ms	estat
santuari	territorial	0	0	no											ASR textual; atribució i audició pendents
veguer	territorial	0	0	no											ASR textual; atribució i audició pendents
educació	societat	4	4	sí	small	i no parlarem, per exemple, de qüestions relatives a l'educació,	de qüestions relatives a l'educació,	0.0988	0.8367	0.5804	0.8869	lead-rtva-032__36__educaci.wav	1679080	1684840	ASR textual; atribució i audició pendents
escola	societat	39	37	sí	small	Ha estat pionera de l'escola en Dorrena	Ha estat pionera de l'escola en Dorrana	0.5029	0.9032	0.2465	0.7522	lead-rtva-032__37__escola.wav	22440	24600	ASR textual; atribució i audició pendents
història	memòria	4	4	sí	small	es diu, al centre d'història, en torno a la vella.	de aprofitar de la història.	0.1782	0.7371	0.6669	0.8948	lead-rtva-032__38__hist-ria.wav	251440	254000	ASR textual; atribució i audició pendents
cultura	cultura	6	4	sí	small	l'amor, els llibres, l'amor a la cultura, el coneixement,	a l'amor, els llibres, l'amor a la cultura, el coneixement,	0.2290	0.8950	0.3317	0.8588	lead-rtva-032__39__cultura.wav	154040	158160	ASR textual; atribució i audició pendents
patrimoni	cultura	0	0	no											ASR textual; atribució i audició pendents
tradició	cultura	1	1	sí	small	tot això, hi havia una tradició molt més gran en Andorra, no.	I hi havia una tradició amb el masaran d'or.	0.2844	0.8485	0.2052	0.5858	lead-rtva-032__41__tradici.wav	2416200	2418800	ASR textual; atribució i audició pendents
poble	societat	3	3	sí	small	en un lloc molt petit, en un poble molt petit, en Dorra,	amb un lloc molt petit, amb un poble molt petit, andorra.	0.4295	0.8427	0.2423	0.8341	lead-rtva-032__42__poble.wav	933000	936800	ASR textual; atribució i audició pendents
família	societat	1	1	sí	small	la Maria Montany, a tota la seva família.	el seu... a tota la seva família.	0.3490	0.8453	0.2658	0.7414	lead-rtva-032__43__fam-lia.wav	977080	980360	ASR textual; atribució i audició pendents
muntanya	territori	2	2	sí	small	va ser capaços de crear uns campaments a la muntanya,	de crear uns campaments a la muntanya.	0.6485	0.9214	0.3702	0.8484	lead-rtva-032__44__muntanya.wav	2266240	2269600	ASR textual; atribució i audició pendents
paisatge	territori	2	2	sí	small	la pèrdua d'espai de paisatge...	d'enllà se pobles, la pèrdua d'espai de paisatge,	0.4201	0.9157	0.0154	0.6895	lead-rtva-032__45__paisatge.wav	3266720	3269240	ASR textual; atribució i audició pendents
memòria	memòria	19	10	sí	small	Per continuar fent memòria d'Andorra,	Per tant, de fer una pausa, per continuar fent memòria d'endorra,	0.1989	0.8414	0.5210	0.8330	lead-rtva-032__46__mem-ria.wav	1622280	1624600	ASR textual; atribució i audició pendents
Andorra	toponim	36	7	sí	small	del centre històric d'Andorra la Vella.	Amb la venta del llibre del Pirineu local i d'Andorra.	0.3584	0.8357	0.3542	0.8278	lead-rtva-032__47__andorra.wav	27240	29320	ASR textual; atribució i audició pendents
empresa	economia	0	1	no	base		o una oduga s'empresa és un odominentot d'endorre,			0.1207	0.5627	lead-rtva-032__48__empresa.wav	3042000	3045440	ASR textual; atribució i audició pendents
comerç	economia	2	1	sí	small	Hem de poder viure del comerç, dels restaurants,	i a més a més la Càmbra de Comerç,	0.5053	0.8385	0.4725	0.7555	lead-rtva-032__49__comer.wav	2800160	2804360	ASR textual; atribució i audició pendents
comunitat	societat	1	2	sí	small	però Andorra és una illa dins de la comunitat europea.	La comunitat d'encarregar-ho i que t'arribi a l'endemà a casa,	0.3624	0.8711	0.1858	0.6842	lead-rtva-032__50__comunitat.wav	2708680	2712800	ASR textual; atribució i audició pendents
casa	societat	5	5	sí	small	Han format part de la biblioteca de casa meva des de ben petita.	Hem format part de la biblioteca de casa meva des de ben petita.	0.4323	0.8833	0.0907	0.7719	lead-rtva-032__51__casa.wav	226280	230240	ASR textual; atribució i audició pendents
joventut	societat	0	0	no											ASR textual; atribució i audició pendents
esports	esport	0	0	no											ASR textual; atribució i audició pendents
museu	cultura	0	0	no											ASR textual; atribució i audició pendents
biblioteca	cultura	3	3	sí	small	un gran intelectual i tenia una gran biblioteca.	un gran intel·lectual i tenia una gran biblioteca.	0.8034	0.9632	0.4602	0.8353	lead-rtva-032__55__biblioteca.wav	120440	123000	ASR textual; atribució i audició pendents
arxiu	cultura	0	0	no											ASR textual; atribució i audició pendents
federació	esport	0	0	no											ASR textual; atribució i audició pendents
ministres	institucions	2	2	sí	small	fins i tot al govern, com a ministres, no?	fins i tot el govern, com a ministres, no?	0.4320	0.8782	0.4951	0.8431	lead-rtva-032__58__ministres.wav	2007800	2010520	ASR textual; atribució i audició pendents
Govern	institucions	6	6	sí	small	Per exemple, tu em pots demanar què llegeix el cap de govern.	Per exemple, tu em pots demanar aquella llege, és el cap de govern, bo.	0.5040	0.8674	0.0714	0.6727	lead-rtva-032__59__govern.wav	914920	917880	ASR textual; atribució i audició pendents
conseller	institucions	1	0	no	small	conseller executiu amb l'Òscar Ribas.		0.2093	0.7154			lead-rtva-032__60__conseller.wav	2057840	2061000	ASR textual; atribució i audició pendents
consell	institucions	2	3	sí	small	dels campaments, del Consell General, de tot això que hem parlat,	Que són els campaments del consell general,	0.1697	0.8176	0.3680	0.8193	lead-rtva-032__61__consell.wav	3338920	3342040	ASR textual; atribució i audició pendents
futbol	esport	0	0	no											ASR textual; atribució i audició pendents
bàsquet	esport	0	0	no											ASR textual; atribució i audició pendents
pavelló	esport	0	0	no											ASR textual; atribució i audició pendents
pavelló Toni Martí	esport	0	0	no											ASR textual; atribució i audició pendents
Comitè Olímpic	esport	0	0	no											ASR textual; atribució i audició pendents
Comú d’Andorra la Vella	institucions	0	0	no											ASR textual; atribució i audició pendents
Andorra la Vella	toponim	2	0	no	small	del centre històric d'Andorra la Vella.		0.3584	0.8357			lead-rtva-032__68__andorra-la-vella.wav	27240	29320	ASR textual; atribució i audició pendents
La Massana	toponim	0	0	no											ASR textual; atribució i audició pendents
Santa Coloma	toponim	0	0	no											ASR textual; atribució i audició pendents
andorrà	gentilici	0	0	no											ASR textual; atribució i audició pendents
andorrans	gentilici	2	0	no	small	...que l'índex de lectura dels andorrans no és menys més alt		0.2487	0.8238			lead-rtva-032__72__andorrans.wav	443440	446840	ASR textual; atribució i audició pendents
projecte	institucions	3	3	sí	small	Ha sigut un projecte compartit, a 3 mans.	ha sigut un projecte compartit a 3 a 2, 4 a 6 mans,	0.3425	0.8385	0.3695	0.7371	lead-rtva-032__73__projecte.wav	1324800	1327400	ASR textual; atribució i audició pendents
concessió	institucions	0	0	no											ASR textual; atribució i audició pendents
estadi	esport	0	0	no											ASR textual; atribució i audició pendents
esdeveniment	cultura	0	0	no											ASR textual; atribució i audició pendents
premis	cultura	0	0	no											ASR textual; atribució i audició pendents
Toni Martí	memòria	0	0	no											ASR textual; atribució i audició pendents
jocs	esport	0	0	no											ASR textual; atribució i audició pendents
festa	cultura	0	0	no											ASR textual; atribució i audició pendents
equip	esport	1	2	sí	small	el bloc dels mestres, un equip de mestres,	un equip de mestres que teníem, o clar,	0.4560	0.8899	0.3861	0.7907	lead-rtva-032__81__equip.wav	1823840	1827160	ASR textual; atribució i audició pendents
català	sociolingüística	1	0	no	small	que s'estan reditant tots els seus llibres en català,		0.4179	0.9265			lead-rtva-032__82__catal.wav	223600	226200	ASR textual; atribució i audició pendents
francès	contacte	3	1	sí	small	Després, perquè amb francès,	no pot poder ir només per l'esperit francès,	0.4224	0.8181	0.0917	0.5846	lead-rtva-032__83__franc-s.wav	301080	303600	ASR textual; atribució i audició pendents
castellà	contacte	0	0	no											ASR textual; atribució i audició pendents
hipermotion	esport	0	0	no											ASR textual; atribució i audició pendents
lliga	esport	0	0	no											ASR textual; atribució i audició pendents
comissió legislativa	institucions	0	0	no											ASR textual; atribució i audició pendents
