forma	categoria	small	base	consens	model_localitzador	context_small	context_base	prob_min_segment_small	prob_mean_segment_small	prob_min_segment_base	prob_mean_segment_base	clip	inici_ms	final_ms	estat
natura	medi ambient	4	4	sí	small	perquè ells realment tenen aquest repte de cop o d'un conviure amb la natura, no?	perquè creem que tenen aquest repte de cop poden convivre amb la natura.	0.2549	0.8267	0.1062	0.6810	lead-yt-042__37__natura.wav	269540	274380	ASR textual; atribució i audició pendents
ecologista	medi ambient	1	1	sí	small	Moltes vegades venim d'aquesta tradició d'ecologista, no? Eh, no, vamos a salvar el planeta.	Moltes vegades tenim d'aquesta tradició ecologista.	0.3783	0.8261	0.1189	0.6964	lead-yt-042__38__ecologista.wav	506660	511700	ASR textual; atribució i audició pendents
planeta	medi ambient	5	6	sí	small	Això és una mica com el Cinexin. Tornant rera, tu penses que jo crec que ens cal, sí, per moltes de les coses que passen a aquest planeta.	per moltes de les coses que passen aquest planeta.	0.2196	0.8286	0.7177	0.9096	lead-yt-042__39__planeta.wav	231540	240420	ASR textual; atribució i audició pendents
bosc	medi ambient	15	7	sí	small	entengui i comprengui millor què passa al bosc.	entengui com prengui millor que passa al bosc.	0.4030	0.8329	0.3632	0.7233	lead-yt-042__40__bosc.wav	107920	111720	ASR textual; atribució i audició pendents
boscos	medi ambient	10	10	sí	small	-El projecte Boscos de Montània ja ha iniciat temporada i serà més llarga que les anteriors, des de juny fins a novembre i també amplien el nombre de projectes que duran a terme.	El projecte Boscos de Montanya ja ha iniciat temporada	0.1807	0.8551	0.2809	0.8318	lead-yt-042__41__boscos.wav	18000	27000	ASR textual; atribució i audició pendents
muntanya	toponim	10	10	sí	small	de les peces i hàbitats aquàtics d'alta muntanya.	que és un projecte Life per la millora de la conservació de les pècis i habitats aquàtics d'alta muntanya,	0.3778	0.8222	0.2723	0.7665	lead-yt-042__42__muntanya.wav	43560	46360	ASR textual; atribució i audició pendents
animals	medi ambient	0	0	no											ASR textual; atribució i audició pendents
fauna	medi ambient	0	0	no											ASR textual; atribució i audició pendents
flora	medi ambient	0	0	no											ASR textual; atribució i audició pendents
Andorra	toponim	1	1	sí	small	una altra cosa que és important des de Suïssa, que Suïssa i els Alps, en països com Andorra	Suïssa i els Alps, amb països com Andorra,	0.1755	0.7885	0.0874	0.7193	lead-yt-042__46__andorra.wav	258580	264340	ASR textual; atribució i audició pendents
andorrà	gentilici	0	0	no											ASR textual; atribució i audició pendents
La Massana	toponim	0	0	no											ASR textual; atribució i audició pendents
Bosc	medi ambient	15	7	sí	small	entengui i comprengui millor què passa al bosc.	entengui com prengui millor que passa al bosc.	0.4030	0.8329	0.3632	0.7233	lead-yt-042__49__bosc.wav	107920	111720	ASR textual; atribució i audició pendents
conservació	medi ambient	2	1	sí	small	que és un projecte life per a la millora de la conservació	que és un projecte Life per la millora de la conservació de les pècis i habitats aquàtics d'alta muntanya,	0.2250	0.9001	0.2723	0.7665	lead-yt-042__50__conservaci.wav	40320	43560	ASR textual; atribució i audició pendents
educació	educació	0	0	no											ASR textual; atribució i audició pendents
canvi climàtic	medi ambient	1	1	sí	small	i el que ens està passant al canvi climàtic és això.	i el que ens està passant al canvi climàtic,	0.4452	0.8568	0.1840	0.7598	lead-yt-042__52__canvi-clim-tic.wav	301100	303980	ASR textual; atribució i audició pendents
residus	medi ambient	0	0	no											ASR textual; atribució i audició pendents
reciclatge	medi ambient	0	0	no											ASR textual; atribució i audició pendents
turisme	economia	0	0	no											ASR textual; atribució i audició pendents
Pirineus	toponim	3	1	sí	small	Jo vaig veure aquest vídeo dels companys de Pirineus Digital,	Nosaltres aquí, a lo que és Espanya, treballem a Pirineus de Catalunya,	0.4381	0.8267	0.2460	0.7069	lead-yt-042__56__pirineus.wav	166620	169700	ASR textual; atribució i audició pendents
