id_a	id_b	n_formes_compartides	formes	estat
lead-rtva-003-dj-neura	spk-025	6	bueno,bé,clar,doncs,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-026	6	a veure,bueno,bé,clar,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-027	6	bueno,bé,clar,doncs,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-028	6	a veure,bueno,bé,clar,doncs,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-029	3	bé,doncs,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-030	7	aleshores,bueno,bé,clar,doncs,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-031	8	a veure,aleshores,bueno,bé,clar,doncs,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-032	3	bueno,clar,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-033	7	a veure,aleshores,bueno,bé,clar,doncs,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-034	6	a veure,bueno,bé,clar,doncs,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-035	7	a veure,bueno,bé,clar,doncs,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-036	3	bé,clar,doncs	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-037	7	a veure,bueno,bé,clar,doncs,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-038	6	a veure,bueno,bé,clar,doncs,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-039	7	a veure,bueno,bé,clar,doncs,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-040	7	a veure,bueno,bé,clar,doncs,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-041	5	bueno,bé,clar,doncs,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-042	7	a veure,aleshores,bueno,bé,clar,doncs,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-043	5	bueno,bé,clar,doncs,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-044	7	a veure,bueno,bé,clar,doncs,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-045	7	a veure,bueno,bé,clar,doncs,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-046	6	bueno,bé,clar,doncs,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-047	2	bé,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-048	7	a veure,bueno,bé,clar,doncs,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-049	6	bueno,bé,clar,doncs,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-050	4	bé,clar,doncs,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-051	7	a veure,bueno,bé,clar,doncs,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-052	3	bueno,clar,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-053	5	aleshores,bueno,bé,clar,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-054	8	a veure,aleshores,bueno,bé,clar,doncs,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-055	3	bé,doncs,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-056	3	bé,doncs,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-057	6	a veure,aleshores,bé,clar,doncs,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-058	4	a veure,bueno,bé,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-059	4	bé,clar,doncs,perquè	candidat RTVA; consens ASR textual; pendent d'audició
lead-rtva-003-dj-neura	spk-060	6	a veure,aleshores,bé,clar,no?,perquè	candidat RTVA; consens ASR textual; pendent d'audició
