id_a	id_b	n_formes_compartides	formes	estat
lead-rtva-001	spk-039	2	llavors,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-040	4	a veure,clar,evidentment,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-041	6	bueno,bé,clar,doncs,llavors,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-042	5	bueno,bé,clar,doncs,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-043	6	bueno,clar,doncs,evidentment,llavors,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-044	8	a veure,bé,clar,de fet,doncs,evidentment,llavors,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-045	5	a veure,bueno,bé,evidentment,llavors	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-046	6	bueno,bé,clar,evidentment,llavors,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-047	2	llavors,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-048	4	a veure,bé,evidentment,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-049	5	bé,clar,de fet,doncs,llavors	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-050	5	bé,clar,doncs,evidentment,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-051	2	a veure,bé	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-052	3	bueno,clar,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-053	6	bueno,bé,clar,de fet,evidentment,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-054	6	a veure,bé,clar,doncs,llavors,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-055	3	bé,doncs,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-056	4	bé,doncs,llavors,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-057	5	a veure,bé,clar,evidentment,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-058	3	bueno,llavors,perquè	candidat RTVA; consens ASR textual; pendent d’audició
lead-rtva-001	spk-059	5	clar,de fet,doncs,llavors,perquè	candidat RTVA; consens ASR textual; pendent d’audició
