model	categoria	forma	segment	inici_s	final_s	prob_min_segment	text_asr	estat
small	discurs	doncs	56	149.320	153.160	0.0000	Doncs, aquestes visites estan tins al mar dels itineraris guiats.	candidat ASR; pendent d'audició
small	discurs	perquè	58	156.280	158.440	0.0000	Ja sigui perquè els ciutadans en d'orra	candidat ASR; pendent d'audició
small	discurs	aleshores	61	164.040	168.040	0.0000	Aleshores, una de les visites teatralitzades d'aquest any de l'estiu	candidat ASR; pendent d'audició
small	discurs	perquè	65	176.440	179.960	0.0000	Avui no pete parla amb tu, perquè per telèfon m'has recordat allò	candidat ASR; pendent d'audició
small	discurs	doncs	68	185.400	187.400	0.0000	Doncs sí, la veritat és que sí.	candidat ASR; pendent d'audició
small	discurs	bé	72	201.320	204.840	0.0000	i la veritat és que els turistes i els ciutadans s'ho passen molt bé.	candidat ASR; pendent d'audició
small	discurs	clar	74	207.240	209.240	0.0000	No, clar, tu prens com una cosa seriosa, no?	candidat ASR; pendent d'audició
small	discurs	no?	74	207.240	209.240	0.0000	No, clar, tu prens com una cosa seriosa, no?	candidat ASR; pendent d'audició
small	discurs	és a dir	78	216.920	218.920	0.0000	És a dir, a l'hora d'escriure els guions una cosa altra,	candidat ASR; pendent d'audició
small	discurs	bé	80	221.080	224.120	0.0000	No, bé, vam contractar amb una empresa que es dedica...	candidat ASR; pendent d'audició
small	territorial	Escaldes	81	224.200	232.440	0.0000	Precisament aquesta és l'animal a l'escola d'escaldes amb l'airina i amb el Juanma,	candidat ASR; pendent d'audició
small	discurs	aleshores	82	232.520	234.520	0.0000	i aleshores vam demanar aquests que...	candidat ASR; pendent d'audició
small	discurs	doncs	88	248.120	250.120	0.0000	doncs treballem amb dandarà.	candidat ASR; pendent d'audició
small	discurs	doncs	89	250.200	253.240	0.0000	Per tant, sempre ens agrada, doncs treballem tothom, no?	candidat ASR; pendent d'audició
small	discurs	no?	89	250.200	253.240	0.0000	Per tant, sempre ens agrada, doncs treballem tothom, no?	candidat ASR; pendent d'audició
small	discurs	per tant	89	250.200	253.240	0.0000	Per tant, sempre ens agrada, doncs treballem tothom, no?	candidat ASR; pendent d'audició
small	discurs	bueno	90	253.320	255.960	0.0000	I, bueno, els vam demanar que ens fessin un guió,	candidat ASR; pendent d'audició
small	discurs	bé	91	256.040	259.640	0.0000	i bé, doncs, ho deixo així una miqueta...	candidat ASR; pendent d'audició
small	discurs	doncs	91	256.040	259.640	0.0000	i bé, doncs, ho deixo així una miqueta...	candidat ASR; pendent d'audició
small	discurs	a veure	92	259.720	262.600	0.0000	-A l'aire. -A l'aire, perquè ens vingueu a veure tots, clar.	candidat ASR; pendent d'audició
small	discurs	clar	92	259.720	262.600	0.0000	-A l'aire. -A l'aire, perquè ens vingueu a veure tots, clar.	candidat ASR; pendent d'audició
small	discurs	perquè	92	259.720	262.600	0.0000	-A l'aire. -A l'aire, perquè ens vingueu a veure tots, clar.	candidat ASR; pendent d'audició
small	discurs	no?	93	262.680	264.680	0.0000	-No ho s'acaba spoiler, no? -No.	candidat ASR; pendent d'audició
small	discurs	bé	95	266.840	270.200	0.0000	Doncs bé, doncs, són tres personatges.	candidat ASR; pendent d'audició
small	discurs	doncs	95	266.840	270.200	0.0000	Doncs bé, doncs, són tres personatges.	candidat ASR; pendent d'audició
small	discurs	aleshores	98	274.920	278.120	0.0000	i aleshores fem un seguit dins l'art patrimonial,	candidat ASR; pendent d'audició
small	discurs	per tant	118	326.600	330.200	0.0000	i, per tant, és un bosc molt bonic de veritat,	candidat ASR; pendent d'audició
small	discurs	a veure	119	330.280	333.320	0.0000	per relaxar-se, per anar-lo a veure i per estar amb la natura perfecte.	candidat ASR; pendent d'audició
small	discurs	clar	120	333.400	336.440	0.0000	-Clar, però això ja és de pensar que existeix allò.	candidat ASR; pendent d'audició
small	discurs	clar	122	339.480	341.480	0.0000	-Sí, clar.	candidat ASR; pendent d'audició
small	discurs	clar	124	343.640	347.480	0.0000	-Sí, clar, però nosaltres a la feina és la promoció,	candidat ASR; pendent d'audició
small	discurs	clar	129	359.000	363.240	0.0000	és amb la veïda en clar, la veïda en clar també.	candidat ASR; pendent d'audició
small	discurs	perquè	133	370.280	374.200	0.0000	Perquè abans era en d'hora, un carrer ple de botigues.	candidat ASR; pendent d'audició
small	discurs	de fet	144	398.600	403.000	0.0000	Realment, de fet, igualment, anem cap aquí, tots.	candidat ASR; pendent d'audició
small	territorial	parròquia	145	403.080	407.720	0.0000	Ja sigui cada parròquia té les seves estratègies comercials i turístiques.	candidat ASR; pendent d'audició
small	discurs	no?	154	433.560	436.600	0.0000	El que són les vacances, en definitiva, no?	candidat ASR; pendent d'audició
small	discurs	llavors	156	441.320	443.800	0.0000	i quan baixes, llavors, te'n vas de compres i et relaxes.	candidat ASR; pendent d'audició
small	discurs	clar	157	443.880	446.680	0.0000	Clar, és que ho tenim tot. El nostre país ho tenim tot,	candidat ASR; pendent d'audició
small	territorial	parròquia	158	446.760	448.760	0.0000	i el nostre parròquia també ho tenim tot.	candidat ASR; pendent d'audició
small	territorial	Canillo	165	466.200	468.920	0.0000	tu pots pensar que jo sóc d'aquí de tota la vida, en fi, de canillo,	candidat ASR; pendent d'audició
small	discurs	per tant	168	476.200	478.200	0.0000	"i dius ""Santa Coloma, dona per tant""."	candidat ASR; pendent d'audició
small	discurs	a veure	175	492.760	495.720	0.0000	i quan ho veien a veure, un dissabte el matí va i flipava.	candidat ASR; pendent d'audició
small	discurs	aleshores	179	504.440	507.960	0.0000	Aleshores, Santa Coloma té un art patrimoni molt important.	candidat ASR; pendent d'audició
small	discurs	vull dir	182	515.480	518.760	0.0000	I el pont de la margineda, vull dir, és que n'hi ha molt, hi ha molt.	candidat ASR; pendent d'audició
small	discurs	perquè	184	521.960	525.080	0.0000	Esplica'm una miqueta, perquè aquí no va la Mireia Pérez Colla,	candidat ASR; pendent d'audició
small	discurs	per tant	194	550.040	553.160	0.0000	Per tant, els agrada molt l'oficina de turisme treballar,	candidat ASR; pendent d'audició
small	discurs	vull dir	195	553.240	557.080	0.0000	i és molt dinàmica, cada dia és diferent, vull dir, no és una monotonia.	candidat ASR; pendent d'audició
small	discurs	per tant	196	557.160	560.280	0.0000	Per tant, són joves que tenen moltes ganes de treballar	candidat ASR; pendent d'audició
small	discurs	perquè	198	562.440	565.240	0.0000	I que se'ls ha hagut de formar perquè puguin explicar el que hem d'explicar?	candidat ASR; pendent d'audició
small	discurs	no?	205	581.560	583.560	0.0000	A les nois i noies, és molt joves, no?	candidat ASR; pendent d'audició
small	discurs	perquè	208	589.400	593.000	0.0000	perquè després ja busquen un altre tipus de formació, oi?	candidat ASR; pendent d'audició
small	discurs	doncs	211	598.200	600.200	0.0000	Doncs sí, els pitufos...	candidat ASR; pendent d'audició
small	discurs	doncs	212	600.280	604.120	0.0000	Doncs els pitufos, aquest any, se li diu el programa Coruia.	candidat ASR; pendent d'audició
small	discurs	aleshores	213	604.200	606.840	0.0000	Aleshores són a nos de 16 i 17 anys,	candidat ASR; pendent d'audició
small	territorial	comú	214	606.920	609.800	0.0000	que estan treballant en diferents apartaments al comú.	candidat ASR; pendent d'audició
small	discurs	aleshores	218	616.120	619.400	0.0000	Aleshores, els pitufos han passat al programa Coruia,	candidat ASR; pendent d'audició
small	discurs	bé	220	622.520	624.840	0.0000	I la veritat és que està funcionant molt bé.	candidat ASR; pendent d'audició
small	discurs	perquè	229	651.640	653.640	0.0000	perquè ens fan aquest guiatge,	candidat ASR; pendent d'audició
small	discurs	no?	234	668.440	671.240	0.0000	encara que sigui una persona d'aquí del país, també ha de saber on va, no?	candidat ASR; pendent d'audició
small	discurs	a veure	235	671.320	674.840	0.0000	La gent que us trobeu saben què van a veure o van a descobrir.	candidat ASR; pendent d'audició
small	discurs	evidentment	241	691.160	694.760	0.0000	Evidentment no se'ls explicarà tot, perquè sinó després no té cap encant.	candidat ASR; pendent d'audició
small	discurs	perquè	241	691.160	694.760	0.0000	Evidentment no se'ls explicarà tot, perquè sinó després no té cap encant.	candidat ASR; pendent d'audició
small	discurs	a veure	242	694.840	699.080	0.0000	La gent sap si va a veure el romànic, l'espai colomba, això allò.	candidat ASR; pendent d'audició
small	discurs	a veure	245	703.480	707.000	0.0000	"No és com em passa que vegi mai al cine i dic ""mira, vaja a veure el que passa""."	candidat ASR; pendent d'audició
small	discurs	a veure	246	707.080	709.400	0.0000	Normalment, quan vols anar a veure un museu,	candidat ASR; pendent d'audició
small	discurs	a veure	247	709.480	714.040	0.0000	quan vols anar a veure, per exemple, una de les visites teatralitzades,	candidat ASR; pendent d'audició
small	discurs	és a dir	250	719.480	723.000	0.0000	És a dir, dient-ho de manera planera i de bon rotllo saber vendre la moto.	candidat ASR; pendent d'audició
small	discurs	bueno	251	723.080	725.800	0.0000	Bueno, sí, d'aquesta manera. Podem dir així.	candidat ASR; pendent d'audició
small	discurs	bé	252	725.880	728.360	0.0000	Però bé, per això tenim els informadors turístics	candidat ASR; pendent d'audició
small	discurs	evidentment	256	737.720	740.040	0.0000	I, evidentment, això, i tu deia abans fora d'antena,	candidat ASR; pendent d'audició
small	discurs	bueno	260	748.360	751.240	0.0000	Bueno, pel que fa a les contractacions de recursos humans,	candidat ASR; pendent d'audició
small	discurs	no?	261	751.320	753.720	0.0000	a l'import real tampoc no el sé massa, no?	candidat ASR; pendent d'audició
small	discurs	no?	265	763.720	765.640	0.0000	i jo he de contractar amb una empresa, no?	candidat ASR; pendent d'audició
small	discurs	perquè	266	765.720	770.040	0.0000	Perquè hem facit tota la visita al guia que contractem, també.	candidat ASR; pendent d'audició
small	discurs	perquè	268	772.200	774.040	0.0000	Això s'ha peredicte, o perquè hi ha molt poques empreses	candidat ASR; pendent d'audició
small	discurs	bueno	271	778.200	781.000	0.0000	Perquè, bueno, jo pel que sé només en conec una,	candidat ASR; pendent d'audició
small	discurs	perquè	271	778.200	781.000	0.0000	Perquè, bueno, jo pel que sé només en conec una,	candidat ASR; pendent d'audició
small	discurs	doncs	276	790.680	792.760	0.0000	doncs té molta repercussió, vull dir,	candidat ASR; pendent d'audició
small	discurs	vull dir	276	790.680	792.760	0.0000	doncs té molta repercussió, vull dir,	candidat ASR; pendent d'audició
small	discurs	vull dir	285	813.000	814.760	0.0000	I, igual, vull dir, l'altre dia, per exemple,	candidat ASR; pendent d'audició
small	discurs	a veure	287	817.320	819.880	0.0000	que va anar a veure la visita teatralitzada a Santa Coloma.	candidat ASR; pendent d'audició
small	discurs	vull dir	288	819.960	822.680	0.0000	Vull dir, no té per què, vull dir família o no familia.	candidat ASR; pendent d'audició
small	discurs	bueno	307	869.560	871.560	0.0000	Perquè, bueno, això amb més estadístiques,	candidat ASR; pendent d'audició
small	discurs	perquè	307	869.560	871.560	0.0000	Perquè, bueno, això amb més estadístiques,	candidat ASR; pendent d'audició
small	discurs	doncs	309	874.760	878.680	0.0000	doncs és més aviat turística, no?	candidat ASR; pendent d'audició
small	discurs	no?	309	874.760	878.680	0.0000	doncs és més aviat turística, no?	candidat ASR; pendent d'audició
small	discurs	doncs	316	894.680	898.520	0.0000	doncs es compren un usuari del país.	candidat ASR; pendent d'audició
small	discurs	bé	317	898.600	900.600	0.0000	Que està molt bé, que ens posem una miqueta enviat.	candidat ASR; pendent d'audició
small	discurs	clar	318	900.680	902.680	0.0000	Clar que sí, em deconeix.	candidat ASR; pendent d'audició
small	discurs	no?	319	902.760	904.760	0.0000	Nosaltres és el que volem, no?	candidat ASR; pendent d'audició
small	discurs	perquè	324	914.280	916.280	0.0000	Jo perquè soc com sóc, eh,	candidat ASR; pendent d'audició
small	discurs	perquè	325	916.360	918.360	0.0000	i perquè sóc així mig nacionalista i tal,	candidat ASR; pendent d'audició
small	discurs	bueno	335	938.360	942.440	0.0000	Sí, bueno, i segueixen fent història d'Andorra.	candidat ASR; pendent d'audició
small	discurs	vull dir	340	954.760	957.640	0.0000	però potser caldria, potser que en fessin més, no ho sé, vull dir.	candidat ASR; pendent d'audició
small	discurs	bé	341	957.720	960.120	0.0000	Clar, que està bé, és endè educativa, no la conec,	candidat ASR; pendent d'audició
small	discurs	clar	341	957.720	960.120	0.0000	Clar, que està bé, és endè educativa, no la conec,	candidat ASR; pendent d'audició
small	discurs	bé	343	962.280	964.280	0.0000	"Quins grans records em queden a mi d'""Esté bé l'Opes""."	candidat ASR; pendent d'audició
small	discurs	a veure	348	972.680	975.240	0.0000	Doncs, a veure, que preto, perquè ens queden res, dos, tres minutets.	candidat ASR; pendent d'audició
small	discurs	doncs	348	972.680	975.240	0.0000	Doncs, a veure, que preto, perquè ens queden res, dos, tres minutets.	candidat ASR; pendent d'audició
small	discurs	perquè	348	972.680	975.240	0.0000	Doncs, a veure, que preto, perquè ens queden res, dos, tres minutets.	candidat ASR; pendent d'audició
small	discurs	bueno	355	988.920	993.640	0.0000	No, però diria que vinguessis perquè, bueno, d'alguna cosa es parla, també.	candidat ASR; pendent d'audició
small	discurs	perquè	355	988.920	993.640	0.0000	No, però diria que vinguessis perquè, bueno, d'alguna cosa es parla, també.	candidat ASR; pendent d'audició
small	discurs	doncs	357	995.800	998.520	0.0000	Doncs, tot això de submergir els visitants,	candidat ASR; pendent d'audició
small	discurs	evidentment	364	1014.120	1016.120	0.0000	Evidentment, i depèn de cada grup.	candidat ASR; pendent d'audició
small	discurs	doncs	365	1016.200	1018.200	0.0000	Doncs a vegades hi ha grups que són més serioses.	candidat ASR; pendent d'audició
small	discurs	aleshores	366	1018.280	1021.400	0.0000	Aleshores els ja has d'entonar d'una altra manera, diguéssim.	candidat ASR; pendent d'audició
small	discurs	bueno	367	1021.480	1023.480	0.0000	I, bueno, ens trobem de tot.	candidat ASR; pendent d'audició
small	discurs	no?	372	1035.880	1037.880	0.0000	És la novetat d'aquest any, no?	candidat ASR; pendent d'audició
small	discurs	aleshores	379	1052.680	1057.720	0.0000	i aleshores el que es fa és que se surt de l'oficina de turisme,	candidat ASR; pendent d'audició
small	discurs	aleshores	382	1062.920	1068.920	0.0000	i aleshores amb el guia de muntanya els fa un circuit fins a Pratzepaquetaire,	candidat ASR; pendent d'audició
small	discurs	aleshores	384	1071.400	1073.400	0.0000	aleshores arriben més juny o no.	candidat ASR; pendent d'audició
small	discurs	doncs	385	1073.480	1076.040	0.0000	Doncs aquí li he fet un corta i pega perquè jo ho he ajuntat tot.	candidat ASR; pendent d'audició
small	discurs	perquè	385	1073.480	1076.040	0.0000	Doncs aquí li he fet un corta i pega perquè jo ho he ajuntat tot.	candidat ASR; pendent d'audició
small	discurs	a veure	387	1078.680	1081.000	0.0000	A veure, acabo, mira, ja no t'atabaló més.	candidat ASR; pendent d'audició
small	discurs	perquè	391	1089.880	1093.240	0.0000	perquè jo penso que les tenim molt ben organitzades,	candidat ASR; pendent d'audició
small	discurs	aleshores	392	1093.320	1095.800	0.0000	aleshores alguns dies les fem amb català,	candidat ASR; pendent d'audició
small	discurs	aleshores	394	1098.360	1103.160	0.0000	Aleshores està molt clar quins dies les fem amb cada idioma.	candidat ASR; pendent d'audició
small	discurs	clar	394	1098.360	1103.160	0.0000	Aleshores està molt clar quins dies les fem amb cada idioma.	candidat ASR; pendent d'audició
small	discurs	per tant	395	1103.240	1105.800	0.0000	Per tant, de moment no és una barrera.	candidat ASR; pendent d'audició
small	discurs	no?	396	1105.880	1107.880	0.0000	I encara no podem anar com als museus, no?,	candidat ASR; pendent d'audició
small	discurs	no?	400	1112.360	1114.800	0.0000	La veritat és que el guiat també ens agraeix, no?,	candidat ASR; pendent d'audició
small	discurs	no?	401	1114.880	1117.400	0.0000	també que tingui el contacte amb el grup, no?, per això.	candidat ASR; pendent d'audició
small	discurs	aleshores	407	1130.360	1133.440	0.0000	aleshores, clar, vull dir, la informació te l'emportes	candidat ASR; pendent d'audició
small	discurs	clar	407	1130.360	1133.440	0.0000	aleshores, clar, vull dir, la informació te l'emportes	candidat ASR; pendent d'audició
small	discurs	vull dir	407	1130.360	1133.440	0.0000	aleshores, clar, vull dir, la informació te l'emportes	candidat ASR; pendent d'audició
small	discurs	no?	408	1133.520	1136.240	0.0000	i és molt més teva, no?, que no, amb els cascos i...	candidat ASR; pendent d'audició
small	discurs	perquè	410	1138.920	1142.120	0.0000	amb grups reduïts, no sé si és perquè s'apunten més o menys gent,	candidat ASR; pendent d'audició
small	discurs	clar	412	1145.160	1147.200	0.0000	clar, és com una classe particular, això.	candidat ASR; pendent d'audició
small	discurs	doncs	431	1200.600	1203.080	0.0000	Doncs potser sí que anirem a ser aquestes 6.	candidat ASR; pendent d'audició
small	discurs	doncs	433	1204.440	1207.680	0.0000	Doncs les reserves han de dur a terme prèviament a l'oficina de turisme,	candidat ASR; pendent d'audició
small	discurs	evidentment	435	1209.480	1213.640	0.0000	Entrades, el preu, perquè evidentment encara que sembli un preu simbòlic.	candidat ASR; pendent d'audició
small	discurs	perquè	435	1209.480	1213.640	0.0000	Entrades, el preu, perquè evidentment encara que sembli un preu simbòlic.	candidat ASR; pendent d'audició
small	discurs	perquè	444	1237.080	1239.080	0.0000	perquè això m'ho ha explicat més d'un que ha vingut per aquí.	candidat ASR; pendent d'audició
small	discurs	perquè	446	1241.240	1244.160	0.0000	Perquè m'ho he explicat d'un que fa visites a Inglis i em diu,	candidat ASR; pendent d'audició
small	discurs	clar	450	1252.320	1255.800	0.0000	"doncs clar, els dius, ""No, ben calçat, aigua, a la gorra,"	candidat ASR; pendent d'audició
small	discurs	doncs	450	1252.320	1255.800	0.0000	"doncs clar, els dius, ""No, ben calçat, aigua, a la gorra,"	candidat ASR; pendent d'audició
small	discurs	doncs	451	1255.880	1257.880	0.0000	"que és superimportant, doncs..."""	candidat ASR; pendent d'audició
small	discurs	doncs	453	1260.040	1262.640	0.0000	Com que estem de vacances, doncs ens és igual tot, no?	candidat ASR; pendent d'audició
small	discurs	no?	453	1260.040	1262.640	0.0000	Com que estem de vacances, doncs ens és igual tot, no?	candidat ASR; pendent d'audició
small	discurs	doncs	457	1270.040	1272.040	0.0000	Doncs, escolta, que l'oferta és xulíssima,	candidat ASR; pendent d'audició
small	discurs	doncs	459	1274.200	1276.200	0.0000	Tenim, doncs, totes aquestes propostes,	candidat ASR; pendent d'audició
small	discurs	bé	462	1280.440	1282.440	0.0000	i ho he passat molt bé, doncs quan vulgueu...	candidat ASR; pendent d'audició
small	discurs	doncs	462	1280.440	1282.440	0.0000	i ho he passat molt bé, doncs quan vulgueu...	candidat ASR; pendent d'audició
small	discurs	a veure	464	1284.600	1286.600	0.0000	A veure, que ens ho passem bé aquí, l'Ober per vacances,	candidat ASR; pendent d'audició
small	discurs	bé	464	1284.600	1286.600	0.0000	A veure, que ens ho passem bé aquí, l'Ober per vacances,	candidat ASR; pendent d'audició
small	discurs	bé	466	1288.760	1290.760	0.0000	i que la gent sàpigui que s'ho pot passar molt bé,	candidat ASR; pendent d'audició
small	discurs	per tant	472	1301.240	1306.760	0.0000	les visites estatralitzades, algunes són al dissabte, per tant, el dia o a les 6 de la tarda.	candidat ASR; pendent d'audició
small	discurs	doncs	474	1309.920	1311.920	0.0000	doncs ja està, organitzes una miqueta la gent de del dia i ja està,	candidat ASR; pendent d'audició
small	discurs	bé	475	1312.000	1314.000	0.0000	i tu pots passar fantàsticament bé.	candidat ASR; pendent d'audició
small	territorial	Canillo	482	1326.560	1333.400	0.0000	Veuen el romànic, veuen una cosa, veuen una altra. I a gent que pensava que Endorra s'acabava a Canillo,	candidat ASR; pendent d'audició
small	territorial	Escaldes	483	1333.480	1336.480	0.0000	o els que pugen d'Endorra a la veia cap a Escaldes	candidat ASR; pendent d'audició
small	discurs	doncs	485	1338.640	1340.640	0.0000	Doncs no, hi ha la font del metge, hi ha 50.000 coses per veure.	candidat ASR; pendent d'audició
small	discurs	doncs	488	1344.880	1348.280	0.0000	I Endorra a la veia, doncs, és això, té un gran potencial,	candidat ASR; pendent d'audició
small	discurs	a nivell	489	1348.360	1350.360	0.0000	un gran potencial a nivell patrimoni natural.	candidat ASR; pendent d'audició
small	discurs	doncs	491	1352.520	1354.520	0.0000	-Doncs sí. -Pollata.	candidat ASR; pendent d'audició
small	discurs	doncs	492	1354.600	1357.600	0.0000	Doncs que tornis quan vulguis, que sempre seràs benvinguda.	candidat ASR; pendent d'audició
small	discurs	bé	494	1359.760	1362.720	0.0000	Mireia, bé d'escoll, la cap de servei de desenvolupament de projectes turístics.	candidat ASR; pendent d'audició
small	discurs	perquè	495	1362.800	1365.520	0.0000	I, imatiatament, el canvi radical, perquè anem a parlar de còmics,	candidat ASR; pendent d'audició
small	discurs	bé	498	1369.760	1371.760	0.0000	però la veritat és que molt bé com ho expliqui,	candidat ASR; pendent d'audició
small	discurs	perquè	499	1371.840	1374.360	0.0000	perquè ho expliqui i quina importància té aquest personatge,	candidat ASR; pendent d'audició
base	discurs	doncs	2	11.160	15.240	0.0000	Vinga, doncs ja hi som posats, passen uns a minuts de les 3 de la tarda,	candidat ASR; pendent d'audició
base	discurs	doncs	4	18.880	20.560	0.0000	Doncs si jo, la bona tarda.	candidat ASR; pendent d'audició
base	discurs	bé	5	20.640	22.560	0.0000	Com estàs? Molt bé, vosaltres.	candidat ASR; pendent d'audició
base	discurs	doncs	9	30.760	32.200	0.0000	Doncs no, no. Com estàs?	candidat ASR; pendent d'audició
base	discurs	bé	10	32.280	34.160	0.0000	Molt bé, gràcies d'hi uns altres, sí.	candidat ASR; pendent d'audició
base	discurs	bé	11	34.240	37.360	0.0000	Bé, contents, allò que torres de vacances, moltes ganes l'entens,	candidat ASR; pendent d'audició
base	discurs	clar	17	49.160	51.040	0.0000	Clar, el Juliòria moltes coses.	candidat ASR; pendent d'audició
base	discurs	a veure	19	52.640	55.560	0.0000	Ara, ara em deia, és Mireia, a veure...	candidat ASR; pendent d'audició
base	discurs	bueno	21	58.200	59.440	0.0000	Sí, bueno, evidentment...	candidat ASR; pendent d'audició
base	discurs	evidentment	21	58.200	59.440	0.0000	Sí, bueno, evidentment...	candidat ASR; pendent d'audició
base	discurs	evidentment	23	61.080	64.080	0.0000	Correcte. Durant aquests darrers anys, evidentment,	candidat ASR; pendent d'audició
base	discurs	bé	28	76.040	79.840	0.0000	o bé, l'estiu, amb temporada alta, tan Juliòl com l'agost,	candidat ASR; pendent d'audició
base	discurs	bé	34	91.000	92.200	0.0000	Sí, bé, no piquen els contens.	candidat ASR; pendent d'audició
base	discurs	bé	37	98.080	100.520	0.0000	o bé, amb l'equip fixe.	candidat ASR; pendent d'audició
base	discurs	perquè	39	102.800	105.360	0.0000	"perquè a vegades la gent pensa, ""no, té un carrer polític"	candidat ASR; pendent d'audició
base	discurs	evidentment	45	116.600	118.920	0.0000	i fem un bon equip, tots plegats, evidentment.	candidat ASR; pendent d'audició
base	discurs	bé	47	122.160	124.560	0.0000	Sí, però, bé, és una feina que t'agrada,	candidat ASR; pendent d'audició
base	discurs	doncs	51	131.400	134.680	0.0000	Doncs escolta, aquesta imulcantent d'aquests visitis avui,	candidat ASR; pendent d'audició
base	discurs	a veure	59	147.800	149.400	0.0000	A veure, què podrà veure a la gent?	candidat ASR; pendent d'audició
base	discurs	doncs	60	149.480	153.240	0.0000	Doncs a aquestes visites estan tins al marc dels itineraris guiats.	candidat ASR; pendent d'audició
base	discurs	aleshores	64	163.960	167.120	0.0000	Aleshores, una de les visites està totalitzades d'aquest any.	candidat ASR; pendent d'audició
base	discurs	diguem	67	174.120	176.440	0.0000	Això saps que m'ha recordat a mi? Diguem.	candidat ASR; pendent d'audició
base	discurs	bueno	71	183.320	185.040	0.0000	Bueno, ja m'ho he trobat el títol.	candidat ASR; pendent d'audició
base	discurs	doncs	72	185.120	187.040	0.0000	Doncs sí, la veritat és que sí.	candidat ASR; pendent d'audició
base	discurs	no?	79	207.160	209.400	0.0000	la t'oprens com una cosa seriosa, no?	candidat ASR; pendent d'audició
base	discurs	és a dir	83	216.640	218.840	0.0000	És a dir, a l'hora descriure els guions de la cosa altra,	candidat ASR; pendent d'audició
base	discurs	bé	85	220.200	223.920	0.0000	No, bé, vam contractar amb una empresa que es dedica...	candidat ASR; pendent d'audició
base	discurs	bueno	86	224.000	227.000	0.0000	que es dedica, bueno, precisament aquesta és l'animal,	candidat ASR; pendent d'audició
base	territorial	Escaldes	87	227.080	230.280	0.0000	l'escola d'escaldes.	candidat ASR; pendent d'audició
base	discurs	doncs	94	248.200	250.960	0.0000	Doncs treballa, vam d'andar per tant, sempre ens agrada,	candidat ASR; pendent d'audició
base	discurs	per tant	94	248.200	250.960	0.0000	Doncs treballa, vam d'andar per tant, sempre ens agrada,	candidat ASR; pendent d'audició
base	discurs	doncs	95	251.040	253.320	0.0000	doncs treballa amb tothom, no?	candidat ASR; pendent d'audició
base	discurs	no?	95	251.040	253.320	0.0000	doncs treballa amb tothom, no?	candidat ASR; pendent d'audició
base	discurs	bueno	96	253.400	255.960	0.0000	I, bueno, algeu amb demana, que ens fessin un guió.	candidat ASR; pendent d'audició
base	discurs	bé	97	256.040	259.600	0.0000	I bé, doncs, m'ho deixo així una miqueta...	candidat ASR; pendent d'audició
