forma	categoria	small	base	consens	model_localitzador	context_small	context_base	prob_min_segment_small	prob_mean_segment_small	prob_min_segment_base	prob_mean_segment_base	clip	inici_ms	final_ms	estat
Santa Coloma	toponim	1	1	sí	small	Llavors, Borda Mateu, Santa Coloma, anallava a priori	Llavors, Borda Mateus, Santa Coloma, anallava a priori l'estadi del futbol clupandorra	0.2430	0.7605	0.2624	0.6983	lead-rtva-020__55__santa-coloma.wav	908480	912000	ASR textual; atribució i audició pendents
Andorra	toponim	27	5	sí	small	Està vostè gestionant el millor moment de l'Història de l'esport a Andorra?	Està vostè gestionant el millor moment de l'història de l'esport Andorra?	0.1058	0.8476	0.1158	0.8191	lead-rtva-020__56__andorra.wav	91000	94400	ASR textual; atribució i audició pendents
andorrà	gentilici	0	0	no											ASR textual; atribució i audició pendents
andorrans	gentilici	0	0	no											ASR textual; atribució i audició pendents
projecte	institucions	9	9	sí	small	que estan treballant en aquest projecte.	que estan treballant en aquest projecte.	0.6202	0.9417	0.7476	0.9262	lead-rtva-020__59__projecte.wav	976800	978960	ASR textual; atribució i audició pendents
concessió	institucions	3	3	sí	small	amb el vestit plau del govern que faria una concessió	que faria una concessió sol d'un ultipuncional al futbol clopantorra.	0.1022	0.7673	0.1308	0.6897	lead-rtva-020__60__concessi.wav	936600	939240	ASR textual; atribució i audició pendents
estadi	esport	24	14	sí	small	Això és l'estadi del Futbol Club Andorra,	Això és l'estadi del futbol clupandorra, el nou estadi de nou instal·lació	0.3935	0.8952	0.2739	0.7868	lead-rtva-020__61__estadi.wav	828400	830600	ASR textual; atribució i audició pendents
esdeveniment	cultura	4	2	sí	small	que és aquest esdeveniment més gran que tenim	que és aquest esdeveniment més gran, que tenim,	0.4859	0.8723	0.4420	0.8439	lead-rtva-020__62__esdeveniment.wav	1300120	1303480	ASR textual; atribució i audició pendents
premis	cultura	4	3	sí	small	però són premis que, segons les medalles que has aconseguit,	a l'anit de l'esport, però són premis que, segons les medalles,	0.5551	0.9343	0.1601	0.7552	lead-rtva-020__63__premis.wav	662760	666120	ASR textual; atribució i audició pendents
Toni Martí	memòria	2	2	sí	small	que aquest Pavelló ha aviat, doncs, es dirà Toni Martí.	havia doncs es dirà Toni Martí, pàvelló Toni Martí.	0.3508	0.8043	0.2526	0.8190	lead-rtva-020__64__toni-mart.wav	1863160	1866960	ASR textual; atribució i audició pendents
jocs	esport	6	2	sí	small	perquè aquest és un any de Jocs Olímpics d'Estiu, eh?	perquè és un any de Jocs o Límpics Estiua,	0.5347	0.8639	0.3539	0.7512	lead-rtva-020__65__jocs.wav	148080	150280	ASR textual; atribució i audició pendents
festa	cultura	0	0	no											ASR textual; atribució i audició pendents
equip	esport	5	4	sí	small	Doncs s'apren molt divers i tinc un gran equip que m'envolta	A vostè li sembla bé que no tinguin equip de base?	0.1419	0.8120	0.2233	0.7309	lead-rtva-020__67__equip.wav	55040	60760	ASR textual; atribució i audició pendents
català	sociolingüística	0	0	no											ASR textual; atribució i audició pendents
francès	contacte	0	0	no											ASR textual; atribució i audició pendents
castellà	contacte	0	0	no											ASR textual; atribució i audició pendents
hipermotion	esport	3	0	no	small	que ho diu millor que jo, perquè jo dic hipermotion.		0.2863	0.8094			lead-rtva-020__71__hipermotion.wav	899600	901800	ASR textual; atribució i audició pendents
lliga	esport	4	5	sí	small	de la lliga de futbol professional espanyola.	tipus mínims de la lliga de futbol professional espanyola.	0.4277	0.9036	0.4153	0.8453	lead-rtva-020__72__lliga.wav	883560	886120	ASR textual; atribució i audició pendents
comissió legislativa	institucions	1	0	no	small	la comissió legislativa i el comodant d'Orlavella,		0.1849	0.7795			lead-rtva-020__73__comissi-legislativa.wav	1851480	1855840	ASR textual; atribució i audició pendents
