forma	categoria	small	base	consens	model_localitzador	context_small	context_base	prob_min_segment_small	prob_mean_segment_small	prob_min_segment_base	prob_mean_segment_base	clip	inici_ms	final_ms	estat
no?	discurs	28	21	sí	small	vostè s'hi ha referit que històricament ho havia estat, no?	I què ha de fer un embaixador en un país tan llunyant, no?	0.4301	0.8704	0.0988	0.7335	lead-rtva-018__13__no.wav	140760	143560	ASR textual; atribució i audició pendents
o sigui	discurs	1	0	no	small	O sigui, seguint el patró que ja hi havia.		0.3009	0.7052			lead-rtva-018__14__o-sigui.wav	1806200	1808680	ASR textual; atribució i audició pendents
per tant	discurs	5	6	sí	small	Per tant, el seure un càrrec més tècnic que no fa polític.	Per tant, el seu era un carreg que més técnic que no és polític.	0.2673	0.8170	0.2039	0.6990	lead-rtva-018__15__per-tant.wav	853680	857800	ASR textual; atribució i audició pendents
perquè	discurs	30	27	sí	small	perquè jo crec que era un problema de menjar.	perquè, bueno, jo crec que era un problema de menjar,	0.7483	0.9477	0.4403	0.8856	lead-rtva-018__16__perqu.wav	74080	78000	ASR textual; atribució i audició pendents
vull dir	discurs	0	0	no											ASR textual; atribució i audició pendents
és a dir	discurs	20	5	sí	small	És a dir, emigraven els fills de moltes famílies,	És a dir, era important, era una emigració important.	0.3849	0.8838	0.2150	0.7569	lead-rtva-018__18__s-a-dir.wav	65520	73960	ASR textual; atribució i audició pendents
Canillo	territorial	0	0	no											ASR textual; atribució i audició pendents
Escaldes	territorial	0	0	no											ASR textual; atribució i audició pendents
Massana	territorial	0	0	no											ASR textual; atribució i audició pendents
Ordino	territorial	0	0	no											ASR textual; atribució i audició pendents
Sant Julià	territorial	7	1	sí	small	amb un advocat nascut a Sant Julià de l'Òrea,	Hem parat abans de la seva infantesa Sant Julià,	0.6453	0.8807	0.0395	0.6666	lead-rtva-018__23__sant-juli.wav	18840	21880	ASR textual; atribució i audició pendents
aiguats	territorial	0	0	no											ASR textual; atribució i audició pendents
andorrana	territorial	1	1	sí	small	fundador de la Lliga Andorrana dels Drets de l'Homa.	n'escuta s'enjolia de l'Orià, fundador de la lliga Andorrana,	0.5881	0.8469	0.1615	0.6239	lead-rtva-018__25__andorrana.wav	21960	25280	ASR textual; atribució i audició pendents
comunal	territorial	0	0	no											ASR textual; atribució i audició pendents
comunals	territorial	0	0	no											ASR textual; atribució i audició pendents
comuns	territorial	0	0	no											ASR textual; atribució i audició pendents
comú	territorial	4	4	sí	small	Sí, a Vinyà hi va haver un ple del comú de l'època,	Sí, hi va haver un plai del comú de l'època,	0.3676	0.8645	0.1374	0.7458	lead-rtva-018__29__com.wav	1876000	1882200	ASR textual; atribució i audició pendents
copríncep	territorial	0	0	no											ASR textual; atribució i audició pendents
coprínceps	territorial	0	0	no											ASR textual; atribució i audició pendents
padrí	territorial	0	0	no											ASR textual; atribució i audició pendents
parròquia	territorial	0	0	no											ASR textual; atribució i audició pendents
santuari	territorial	0	0	no											ASR textual; atribució i audició pendents
veguer	territorial	0	0	no											ASR textual; atribució i audició pendents
advocat	professió	5	2	sí	small	amb un advocat nascut a Sant Julià de l'Òrea,	Avui farem memòria d'un país memòria d'Andorra amb un advocat	0.6453	0.8807	0.2886	0.8476	lead-rtva-018__36__advocat.wav	18840	21880	ASR textual; atribució i audició pendents
dret	institucions	7	2	sí	small	dèiem que a Oviñà, amb el dret venia dels alvigenses francesos.	Bé, bueno. El dret de la persona, potser és dir-hi-hi.	0.0416	0.5571	0.0709	0.6005	lead-rtva-018__37__dret.wav	1949360	1954520	ASR textual; atribució i audició pendents
drets humans	institucions	6	6	sí	small	O dels drets humans, que això és el dret humans.	El creu dels drets humans, que això és el dret humans.	0.2403	0.7394	0.1114	0.6972	lead-rtva-018__38__drets-humans.wav	2280360	2283160	ASR textual; atribució i audició pendents
drets i llibertats	institucions	3	1	sí	small	dels seus drets i llibertats,	La lliga defensa dels drets i llibertats.	0.6322	0.9316	0.1430	0.7727	lead-rtva-018__39__drets-i-llibertats.wav	1122720	1124720	ASR textual; atribució i audició pendents
Lliga Andorrana dels Drets de l’Home	institucions	0	0	no											ASR textual; atribució i audició pendents
Lliga Andorrana	institucions	1	1	sí	small	fundador de la Lliga Andorrana dels Drets de l'Homa.	n'escuta s'enjolia de l'Orià, fundador de la lliga Andorrana,	0.5881	0.8469	0.1615	0.6239	lead-rtva-018__41__lliga-andorrana.wav	21960	25280	ASR textual; atribució i audició pendents
Raonador del Ciutadà	institucions	1	0	no	small	com a primer raonador del ciutadà d'Andorra.		0.6019	0.9440			lead-rtva-018__42__raonador-del-ciutad.wav	1033360	1036440	ASR textual; atribució i audició pendents
ciutadà	institucions	9	5	sí	small	Va ser elegit el primer reunador del ciutadà.	dels drets de Loma, va ser el primer reunador del ciutadà.	0.3028	0.8292	0.1334	0.7339	lead-rtva-018__43__ciutad.wav	25360	28600	ASR textual; atribució i audició pendents
administració	institucions	30	2	sí	small	Per dir-ho d'una forma entre la ciutadania i l'administració?	que era la ciutadania i la administració.	0.3300	0.8430	0.0912	0.7538	lead-rtva-018__44__administraci.wav	1086840	1090120	ASR textual; atribució i audició pendents
funcionari	institucions	0	0	no											ASR textual; atribució i audició pendents
ministeri	institucions	0	0	no											ASR textual; atribució i audició pendents
secretari general	institucions	4	4	sí	small	quan va opositar per ser secretari General del Consell General.	Quan va ho positar per ser secretari general del consell general, no?	0.4448	0.8188	0.2964	0.8163	lead-rtva-018__47__secretari-general.wav	770920	774960	ASR textual; atribució i audició pendents
Consell General	institucions	8	6	sí	small	I el consell General de l'Àfrica?	Quan va ho positar per ser secretari general del consell general, no?	0.0329	0.3283	0.2964	0.8163	lead-rtva-018__48__consell-general.wav	761800	767440	ASR textual; atribució i audició pendents
conseller general	institucions	1	0	no	small	perquè havíem de pensar al conseller general		0.2937	0.6601			lead-rtva-018__49__conseller-general.wav	1166680	1169400	ASR textual; atribució i audició pendents
ambaixador	institucions	4	1	sí	small	va ser ambaixador d'Andorra al Consell d'Europa	Després em parlarem de les seves dues etapes com a ambaixador,	0.1393	0.8368	0.1519	0.7385	lead-rtva-018__50__ambaixador.wav	28680	31560	ASR textual; atribució i audició pendents
Consell d’Europa	institucions	0	0	no											ASR textual; atribució i audició pendents
Croàcia	toponim	5	0	no	small	i ara ho és no resident a les repúbiques d'Eslovenia i de Croàcia.		0.3149	0.8156			lead-rtva-018__52__cro-cia.wav	31640	36640	ASR textual; atribució i audició pendents
Eslovènia	toponim	0	0	no											ASR textual; atribució i audició pendents
Andorra	toponim	19	6	sí	small	Avui farem memòria d'un país, memòria d'Andorra,	Avui farem memòria d'un país memòria d'Andorra amb un advocat	0.4204	0.9268	0.2886	0.8476	lead-rtva-018__54__andorra.wav	15920	18760	ASR textual; atribució i audició pendents
andorrà	gentilici	0	0	no											ASR textual; atribució i audició pendents
andorrans	gentilici	0	0	no											ASR textual; atribució i audició pendents
immigració	societat	3	3	sí	small	Tinguem en compte que Andorra ha sigut sempre un país d'immigració.	ha sigut sempre un país de immigració,	0.1078	0.8061	0.4193	0.8020	lead-rtva-018__57__immigraci.wav	58680	65400	ASR textual; atribució i audició pendents
emigració	societat	1	1	sí	small	És a dir, que era important, era una emigració important.	És a dir, era important, era una emigració important.	0.3643	0.8459	0.2150	0.7569	lead-rtva-018__58__emigraci.wav	130440	137440	ASR textual; atribució i audició pendents
refugiat	societat	0	0	no											ASR textual; atribució i audició pendents
refugiats	societat	10	9	sí	small	que va enhorabar acollir 35 mil refugiats i fugiteus.	es diu una xifra massa contrastada que va no recullir 35,000 refugiats	0.0842	0.7360	0.0336	0.6622	lead-rtva-018__60__refugiats.wav	207440	211520	ASR textual; atribució i audició pendents
guerra civil	història	1	0	no	small	del 36 al 39, guerra civil espanyola,		0.3837	0.8164			lead-rtva-018__61__guerra-civil.wav	2151160	2154120	ASR textual; atribució i audició pendents
drets dels infants	societat	1	0	no	small	Drets dels infants, drets de les dones,		0.8131	0.9487			lead-rtva-018__62__drets-dels-infants.wav	2296720	2298960	ASR textual; atribució i audició pendents
drets de les dones	societat	1	0	no	small	Drets dels infants, drets de les dones,		0.8131	0.9487			lead-rtva-018__63__drets-de-les-dones.wav	2296720	2298960	ASR textual; atribució i audició pendents
nacionalitat	institucions	0	0	no											ASR textual; atribució i audició pendents
administratiu	dret	1	0	no	small	l'administració té que contestar, no hi ha excel·lència administratiu.		0.3594	0.8497			lead-rtva-018__65__administratiu.wav	1146880	1150320	ASR textual; atribució i audició pendents
expedient	administració	2	2	sí	small	perquè allò en va fer tota l'expedient,	perquè allò em va fer la tota l'expedient	0.1434	0.6989	0.0807	0.6597	lead-rtva-018__66__expedient.wav	1284560	1288360	ASR textual; atribució i audició pendents
llibertat	institucions	2	3	sí	small	que, en moviment, arriba a les portes de la llibertat,	I la llibertat... això ja no tant, això ja no tant.	0.3040	0.8720	0.1589	0.5814	lead-rtva-018__67__llibertat.wav	2095640	2100040	ASR textual; atribució i audició pendents
català	sociolingüística	4	3	sí	small	Ivo és amb llatí i amb català. És Iu.	Ibo és amb lletí i amb català.	0.2427	0.7407	0.2471	0.6488	lead-rtva-018__68__catal.wav	547720	552760	ASR textual; atribució i audició pendents
francès	contacte	1	1	sí	small	a nivell francès,	En aquell moment, a nivell i a francès,	0.8596	0.9477	0.0379	0.6093	lead-rtva-018__69__franc-s.wav	2238240	2239960	ASR textual; atribució i audició pendents
castellà	contacte	0	0	no											ASR textual; atribució i audició pendents
poble	territori	29	26	sí	small	les legendes d'Andorra o un andorrar lluny del poble.	les agentes d'Andorra o un Andorra i un del poble.	0.3034	0.8623	0.1471	0.7876	lead-rtva-018__71__poble.wav	38840	42880	ASR textual; atribució i audició pendents
Constitució	institucions	2	1	sí	small	És a dir, que ens parlaven d'abans de la Constitució de la 93.	És dient que es parlàvem d'abans de la Constitució de Barcelona.	0.0868	0.6671	0.0899	0.5922	lead-rtva-018__72__constituci.wav	839800	843240	ASR textual; atribució i audició pendents
memòria	cultura	5	5	sí	small	Avui farem memòria d'un país, memòria d'Andorra,	Avui farem memòria d'un país memòria d'Andorra amb un advocat	0.4204	0.9268	0.2886	0.8476	lead-rtva-018__73__mem-ria.wav	15920	18760	ASR textual; atribució i audició pendents
llegenda	cultura	0	0	no											ASR textual; atribució i audició pendents
