forma	categoria	small	base	consens	model_localitzador	context_small	context_base	prob_min_segment_small	prob_mean_segment_small	prob_min_segment_base	prob_mean_segment_base	clip	inici_ms	final_ms	estat
anglès	sociolingüística	3	1	sí	small	Jo vaig ser un gran pro que era, jo no sé, parlar l'anglès.	que era, ja no sé, per l'anglès.	0.0257	0.6404	0.3536	0.6879	lead-yt-039__57__angl-s.wav	272520	278440	ASR textual; atribució i audició pendents
artista	cultura	7	3	sí	small	No sé si és una cosa que la gent es fa amb l'artista i l'artista.	És per donar conèixer tant la cançó, com l'artista,	0.0108	0.3018	0.1650	0.6779	lead-yt-039__58__artista.wav	244680	250280	ASR textual; atribució i audició pendents
escenari	cultura	3	0	no	small	i el festival en sí que anaves assajant a l'escenari,		0.2186	0.7918			lead-yt-039__59__escenari.wav	209160	214680	ASR textual; atribució i audició pendents
semifinal	cultura	1	1	sí	small	clar, arribar a la semifinal d'Aurovisió,	clar, arribar a la semifinal d'aurovisió,	0.5825	0.9294	0.1705	0.7606	lead-yt-039__60__semifinal.wav	150360	156560	ASR textual; atribució i audició pendents
països	toponim	8	7	sí	small	que sí que van passant tots els països, no?	d'espectar que s'hi acaben passant tots els països.	0.3906	0.8639	0.0776	0.7165	lead-yt-039__61__pa-sos.wav	233600	236960	ASR textual; atribució i audició pendents
microestat	institucions	0	0	no											ASR textual; atribució i audició pendents
emigració	societat	0	1	no	base		Però també és probable que, quan tenim molta emigració de puntual,			0.0288	0.4953	lead-yt-039__63__emigraci.wav	659160	665480	ASR textual; atribució i audició pendents
França	toponim	2	2	sí	small	Només tenim França i Espanya.	només tenim França i Espanya.	0.1621	0.8533	0.9257	0.9590	lead-yt-039__64__fran-a.wav	661360	664920	ASR textual; atribució i audició pendents
Espanya	toponim	2	3	sí	small	Només tenim França i Espanya.	només tenim França i Espanya.	0.1621	0.8533	0.9257	0.9590	lead-yt-039__65__espanya.wav	661360	664920	ASR textual; atribució i audició pendents
Portugal	toponim	3	2	sí	small	És probable que com que tenim molta migració de Portugal,	és quan va guanyar Portugal.	0.2012	0.7707	0.3232	0.9153	lead-yt-039__66__portugal.wav	665040	672120	ASR textual; atribució i audició pendents
família	societat	1	1	sí	small	perquè la vostra família, la música corra per la sang.	perquè la vostra família la posiga a córrer per la sang.	0.3922	0.8378	0.1915	0.7642	lead-yt-039__67__fam-lia.wav	1531280	1535000	ASR textual; atribució i audició pendents
fills	societat	1	1	sí	small	I ara tens dos fills, si no m'equivoquo.	I ara tens dos fills i no m'equivoco un de 19 anys, un de 5, més o menys.	0.2703	0.7497	0.3093	0.7411	lead-yt-039__68__fills.wav	1455360	1458720	ASR textual; atribució i audició pendents
universitat	educació	1	1	sí	small	El Julen, que té 19 anys, ja està a la universitat.	El Julen que té 19 i ja està a l'universitat.	0.5677	0.8445	0.2919	0.7438	lead-yt-039__69__universitat.wav	1462640	1467040	ASR textual; atribució i audició pendents
advocats	professió	1	1	sí	small	Estic amb un bufet d'advocats.	estic amb un bufet d'advocats, treballant,	0.5436	0.9069	0.0624	0.7019	lead-yt-039__70__advocats.wav	1396440	1399040	ASR textual; atribució i audició pendents
pandèmia	societat	1	1	sí	small	I teníem a treballar tot. Pensar que els hotel... i clar, arribar a la pandèmia...	i també m'està allà sóc pensat, els hotels i que ve la pandèmia	0.4681	0.9042	0.0598	0.5473	lead-yt-039__71__pand-mia.wav	1419640	1427640	ASR textual; atribució i audició pendents
